,,,,,,,,,,2011 TEXAS WATER SAFARI SPLITS,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3rd Aluminum,1620,"Moss, Hoyt",9:00, ,12:37:00, ,18:01:00, ,23:22:00, ,6:46:00, ,16:55:00, ,23:00:00, ,2:35:00, ,12:34:00, ,20:08:00, ,1:25:00, ,11:14:00
,,,"DNF - Jacobs, Grant",,44,3:37:00,52,5:24:00,41,5:21:00,47,7:24:00,46,10:09:00,27,6:05:00,31,3:35:00,19,9:59:00,25,7:34:00,31,5:17:00,63,9:49:00
,,,"TC - Chapman, Charles",,44,3:37:00,46,9:01:00,42,14:22:00,43,21:46:00,42,31:55:00,35,38:00:00,35,41:35:00,33,51:34:00,32,59:08:00,31,64:25:00,37,74:14:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3rd USCA C1,15,"Paddack, Chris",9:00, ,12:28:00, ,17:09:00, ,22:32:00, ,4:37:00, ,16:50:00, ,23:00:00, ,2:35:00, ,15:45:00, ,0:09:00, ,6:12:00, ,15:52:00
,,,"TC - Taylor, Kayla",,32,3:28:00,23,4:41:00,44,5:23:00,28,6:05:00,63,12:13:00,29,6:10:00,31,3:35:00,49,13:10:00,35,8:24:00,46,6:03:00,62,9:40:00
,,,,,32,3:28:00,28,8:09:00,35,13:32:00,32,19:37:00,40,31:50:00,35,38:00:00,35,41:35:00,38,54:45:00,38,63:09:00,38,69:12:00,38,78:52:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2nd Women's Solo,731,"Stauss, Ginsie",9:00, ,12:34:00, ,17:34:00, ,22:51:00, ,5:31:00, ,16:26:00, ,0:53:00, ,5:14:00, ,16:07:00, ,1:15:00, ,8:15:00, ,16:22:00
,,,"TC - Jones, Jason",,39,3:34:00,36,5:00:00,38,5:17:00,37,6:40:00,55,10:55:00,60,8:27:00,54,4:21:00,28,10:53:00,43,9:08:00,56,7:00:00,50,8:07:00
,,,,,39,3:34:00,38,8:34:00,40,13:51:00,36,20:31:00,39,31:26:00,39,39:53:00,41,44:14:00,42,55:07:00,40,64:15:00,39,71:15:00,39,79:22:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4th Aluminum,324,"Tecci, Michael",9:00, ,12:28:00, ,17:27:00, ,22:14:00, ,4:32:00, ,15:07:00, ,23:50:00, ,5:11:00, ,16:05:00, ,1:13:00, ,8:15:00, ,16:25:00
,,,"Hambly, Max",,32,3:28:00,35,4:59:00,32,4:47:00,33,6:18:00,53,10:35:00,62,8:43:00,74,5:21:00,29,10:54:00,45,9:08:00,57,7:02:00,51,8:10:00
,,,"TC - McClanahan, Shea",,32,3:28:00,37,8:27:00,33,13:14:00,31,19:32:00,36,30:07:00,38,38:50:00,39,44:11:00,41,55:05:00,39,64:13:00,40,71:15:00,40,79:25:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4th Novice,409,"Whicker, Eric",9:00, ,13:10:00, ,18:58:00, ,1:14:00, ,8:57:00, ,18:48:00, ,5:08:00, ,9:03:00, ,22:25:00, ,8:33:00, ,13:50:00, ,20:07:00
,,,"Sandel, Matt",,73,4:10:00,73,5:48:00,59,6:16:00,55,7:43:00,43,9:51:00,72,10:20:00,44,3:55:00,53,13:22:00,57,10:08:00,32,5:17:00,32,6:17:00
,,,"TC - Caterella, Edward",,73,4:10:00,70,9:58:00,61,16:14:00,55,23:57:00,49,33:48:00,48,44:08:00,48,48:03:00,50,61:25:00,43,71:33:00,41,76:50:00,41,83:07:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
42,5th Novice,1234,"Lucero, Julio",9:00, ,12:59:00, ,18:56:00, ,1:12:00, ,11:58:00, ,0:32:00, ,7:47:00, ,11:51:00, ,22:50:00, ,10:15:00, ,14:42:00, ,21:46:00
,,,"Wolfe, William",,62,3:59:00,79,5:57:00,59,6:16:00,87,10:46:00,66,12:34:00,41,7:15:00,48,4:04:00,31,10:59:00,69,11:25:00,16,4:27:00,37,7:04:00
,,,"TC - D'Brass, Tim",,62,3:59:00,67,9:56:00,60,16:12:00,71,26:58:00,69,39:32:00,60,46:47:00,58,50:51:00,52,61:50:00,49,73:15:00,44,77:42:00,42,84:46:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4th Tandem Unlimited,100,"Horton, Cade",9:00, ,12:43:00, ,18:10:00, ,0:22:00, ,8:01:00, ,19:18:00, ,3:20:00, ,7:50:00, ,22:24:00, ,8:35:00, ,13:51:00, ,22:51:00
,,,"Garza, David",,46,3:43:00,54,5:27:00,58,6:12:00,53,7:39:00,56,11:17:00,54,8:02:00,60,4:30:00,58,14:34:00,58,10:11:00,30,5:16:00,58,9:00:00
,,,"TC - George, Jason",,46,3:43:00,50,9:10:00,53,15:22:00,49,23:01:00,53,34:18:00,46,42:20:00,44,46:50:00,49,61:24:00,44,71:35:00,42,76:51:00,43,85:51:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
44,6th Novice,837,"McDonald, Matthew",9:00, ,12:56:00, ,18:39:00, ,0:25:00, ,8:53:00, ,18:41:00, ,6:21:00, ,9:46:00, ,22:21:00, ,10:13:00, ,16:18:00, ,23:58:00
,,,"McDonald, James",,59,3:56:00,68,5:43:00,51,5:46:00,67,8:28:00,41,9:48:00,79,11:40:00,24,3:25:00,45,12:35:00,71,11:52:00,47,6:05:00,42,7:40:00
,,,"TC - McDonald, Pat ",,59,3:56:00,64,9:39:00,55,15:25:00,52,23:53:00,48,33:41:00,52,45:21:00,51,48:46:00,48,61:21:00,48,73:13:00,49,79:18:00,44,86:58:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5th Aluminum,4937,"Juarez, Chris",9:00, ,13:16:00, ,18:59:00, ,1:02:00, ,10:06:00, ,22:37:00, ,6:30:00, ,10:31:00, ,2:35:00, ,10:30:00, ,16:00:00, ,1:09:00
,,,"Boren, KC",,79,4:16:00,69,5:43:00,56,6:03:00,76,9:04:00,65,12:31:00,50,7:53:00,47,4:01:00,69,16:04:00,30,7:55:00,38,5:30:00,59,9:09:00
,,,"TC - Boren, Charlie",,79,4:16:00,71,9:59:00,59,16:02:00,61,25:06:00,62,37:37:00,53,45:30:00,53,49:31:00,58,65:35:00,50,73:30:00,47,79:00:00,45,88:09:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2nd Standard,11,"Crow, Travis",9:00, ,12:36:00, ,17:45:00, ,0:27:00, ,7:28:00, ,19:02:00, ,4:27:00, ,8:15:00, ,21:35:00, ,9:12:00, ,17:25:00, ,2:11:00
,,,"(DNF) Crow, Richard",,41,3:36:00,42,5:09:00,62,6:42:00,42,7:01:00,59,11:34:00,66,9:25:00,35,3:48:00,51,13:20:00,70,11:37:00,70,8:13:00,55,8:46:00
,,,"TC - Crow, Margaret",,41,3:36:00,42,8:45:00,57,15:27:00,47,22:28:00,50,34:02:00,47,43:27:00,45,47:15:00,44,60:35:00,47,72:12:00,53,80:25:00,46,89:11:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5th Tandem Unlimited,151,"Dodd, Colin",9:00, ,12:44:00, ,18:07:00, ,23:43:00, ,8:59:00, ,19:04:00, ,5:46:00, ,10:04:00, ,2:08:00, ,11:03:00, ,16:45:00, ,2:36:00
,,,"Peterek, John",,48,3:44:00,50,5:23:00,47,5:36:00,78,9:16:00,45,10:05:00,75,10:42:00,51,4:18:00,70,16:04:00,39,8:55:00,40,5:42:00,64,9:51:00
,,,"TC - Clark, Jim",,48,3:44:00,49,9:07:00,45,14:43:00,56,23:59:00,51,34:04:00,51,44:46:00,52,49:04:00,57,65:08:00,53,74:03:00,51,79:45:00,47,89:36:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
48,7th Novice,5150,"Barlow, Tyler",9:00, ,12:52:00, ,18:20:00, ,3:04:00, ,9:54:00, ,20:46:00, ,7:23:00, ,11:08:00, ,4:24:00, ,13:10:00, ,18:07:00, ,2:37:00
,,,"Frank, Gregory",,57,3:52:00,56,5:28:00,76,8:44:00,40,6:50:00,54,10:52:00,73,10:37:00,34,3:45:00,77,17:16:00,38,8:46:00,24,4:57:00,52,8:30:00
,,,"TC - Waller, Ellen",,57,3:52:00,55,9:20:00,72,18:04:00,59,24:54:00,56,35:46:00,58,46:23:00,56,50:08:00,62,67:24:00,60,76:10:00,55,81:07:00,48,89:37:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3rd Standard,4663,"Unruh, Stephen",9:00, ,13:00:00, ,18:28:00, ,0:22:00, ,8:05:00, ,17:54:00, ,1:55:00, ,8:50:00, ,21:34:00, ,11:02:00, ,16:30:00, ,3:54:00
,,,"Nelson, Stephen",,66,4:00:00,56,5:28:00,55,5:54:00,56,7:43:00,42,9:49:00,53,8:01:00,79,6:55:00,47,12:44:00,74,13:28:00,37,5:28:00,68,11:24:00
,,,"TC - Hulin, Joshua",,66,4:00:00,58,9:28:00,53,15:22:00,51,23:05:00,47,32:54:00,43,40:55:00,46,47:50:00,43,60:34:00,52,74:02:00,50,79:30:00,49,90:54:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4th USCA C1,802,"Brown, Andy",9:00, ,13:16:00, ,19:18:00, ,2:14:00, ,11:33:00, ,22:55:00, ,8:10:00, ,13:08:00, ,7:00:00, ,16:46:00, ,22:09:00, ,6:09:00
,,,"TC - Brown, Jennifer",,79,4:16:00,83,6:02:00,64,6:56:00,79,9:19:00,58,11:22:00,65,9:15:00,68,4:58:00,78,17:52:00,53,9:46:00,35,5:23:00,49,8:00:00
,,,,,79,4:16:00,83,10:18:00,67,17:14:00,66,26:33:00,63,37:55:00,63,47:10:00,61,52:08:00,70,70:00:00,69,79:46:00,63,85:09:00,50,93:09:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
51,6th Men's Solo,2780,"Ward, James",9:00, ,12:49:00, ,18:24:00, ,23:49:00, ,8:55:00, ,20:40:00, ,7:55:00, ,13:06:00, ,4:39:00, ,16:02:00, ,21:46:00, ,6:28:00
,,,"TC - Ward, Janet",,53,3:49:00,60,5:35:00,45,5:25:00,77,9:06:00,60,11:45:00,78,11:15:00,72,5:11:00,64,15:33:00,68,11:23:00,41,5:44:00,54,8:42:00
,,,,,53,3:49:00,57,9:24:00,48,14:49:00,54,23:55:00,55,35:40:00,62,46:55:00,60,52:06:00,63,67:39:00,65,79:02:00,61,84:46:00,51,93:28:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
52,5th USCA C1,620,"Mraz, Zoltan",9:00, ,12:59:00, ,18:29:00, ,0:38:00, ,8:04:00, ,17:50:00, ,5:30:00, ,8:50:00, ,21:53:00, ,9:03:00, ,16:07:00, ,6:50:00
,NEW OLDEST SOLO FINISHER,,"TC - Lewis, Roy",,62,3:59:00,59,5:30:00,57,6:09:00,48,7:26:00,40,9:46:00,79,11:40:00,21,3:20:00,48,13:03:00,66,11:10:00,59,7:04:00,74,14:43:00
,,,,,62,3:59:00,59,9:29:00,58,15:38:00,50,23:04:00,46,32:50:00,49,44:30:00,46,47:50:00,46,60:53:00,45,72:03:00,48,79:07:00,52,93:50:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
53,7th Men's Solo,911,"Garcia, Brian",9:00, ,13:08:00, ,19:00:00, ,2:31:00, ,11:21:00, ,0:25:00, ,10:04:00, ,13:40:00, ,3:30:00, ,12:34:00, ,20:40:00, ,6:57:00
,,,"TC - Quisenberry, Natalie",,71,4:08:00,75,5:52:00,69,7:31:00,71,8:50:00,70,13:04:00,68,9:39:00,33,3:36:00,55,13:50:00,41,9:04:00,69,8:06:00,65,10:17:00
,,,,,71,4:08:00,73,10:00:00,69,17:31:00,64,26:21:00,67,39:25:00,69,49:04:00,64,52:40:00,59,66:30:00,56,75:34:00,60,83:40:00,53,93:57:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5th USCA C2,777,"Ryan, Tres",9:00, ,12:43:00, ,18:10:00, ,23:54:00, ,6:49:00, ,17:14:00, ,3:15:00, ,7:39:00, ,21:59:00, ,9:12:00, ,15:57:00, ,6:58:00
,,,"Smith, Wendell",,46,3:43:00,54,5:27:00,50,5:44:00,41,6:55:00,52,10:25:00,70,10:01:00,57,4:24:00,57,14:20:00,67,11:13:00,53,6:45:00,75,15:01:00
,,,"TC - Miller, Mark",,46,3:43:00,50,9:10:00,49,14:54:00,44,21:49:00,45,32:14:00,45,42:15:00,43,46:39:00,47,60:59:00,46,72:12:00,46,78:57:00,54,93:58:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
55,4th Standard,71,"Brown, Jerry",9:00, ,12:10:00, ,16:49:00, ,21:21:00, ,2:58:00, ,14:15:00, ,0:55:00, ,4:16:00, ,15:07:00, ,6:12:00, ,14:36:00, ,7:00:00
,,,"Steppe, Richard",,18,3:10:00,21,4:39:00,21,4:32:00,17,5:37:00,56,11:17:00,74,10:40:00,23,3:21:00,27,10:51:00,77,15:05:00,72,8:24:00,78,16:24:00
,,,"TC - Lau, Mey",,18,3:10:00,21,7:49:00,21,12:21:00,17,17:58:00,33,29:15:00,42,39:55:00,38,43:16:00,36,54:07:00,41,69:12:00,43,77:36:00,55,94:00:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
56,8th Novice,5050,"McCanse, Bill",9:00, ,12:59:00, ,18:56:00, ,3:15:00, ,10:54:00, ,21:18:00, ,7:18:00, ,10:45:00, ,5:15:00, ,13:06:00, ,18:24:00, ,7:02:00
,,,"Martinez, Rik",,62,3:59:00,79,5:57:00,72,8:19:00,52,7:39:00,51,10:24:00,69,10:00:00,26,3:27:00,79,18:30:00,29,7:51:00,33,5:18:00,72,12:38:00
,,,"TC - McCanse, RaeAnn",,62,3:59:00,67,9:56:00,73,18:15:00,63,25:54:00,59,36:18:00,57,46:18:00,55,49:45:00,64,68:15:00,58,76:06:00,56,81:24:00,56,94:02:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
57,9th Novice,1113,"Frazier, Danny",9:00, ,12:44:00, ,18:22:00, ,23:54:00, ,6:41:00, ,17:00:00, ,0:53:00, ,5:16:00, ,15:52:00, ,13:08:00, ,19:40:00, ,7:34:00
,,,"Rex, Brad ",,48,3:44:00,64,5:38:00,46,5:32:00,39,6:47:00,49,10:19:00,49,7:53:00,55,4:23:00,24,10:36:00,79,21:16:00,50,6:32:00,69,11:54:00
,,,"TC - White, Chris",,48,3:44:00,56,9:22:00,49,14:54:00,42,21:41:00,43,32:00:00,39,39:53:00,42,44:16:00,39,54:52:00,59,76:08:00,58,82:40:00,57,94:34:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
58,10th Novice,17,"Andrews, Alan",9:00, ,12:59:00, ,18:57:00, ,1:58:00, ,11:53:00, ,0:29:00, ,7:50:00, ,13:08:00, ,0:20:00, ,12:53:00, ,18:47:00, ,7:50:00
,,,"Markowski, Steven",,62,3:59:00,81,5:58:00,66,7:01:00,85,9:55:00,67,12:36:00,45,7:21:00,73,5:18:00,35,11:12:00,72,12:33:00,44,5:54:00,73,13:03:00
,,,"TC - Caridi, Gregory",,62,3:59:00,69,9:57:00,65,16:58:00,70,26:53:00,68,39:29:00,61,46:50:00,61,52:08:00,53,63:20:00,57,75:53:00,57,81:47:00,58,94:50:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
59,11th Novice,924,"Buck, Austin",9:00, ,13:23:00, ,19:20:00, ,4:20:00, ,12:05:00, ,1:12:00, ,8:44:00, ,13:50:00, ,6:30:00, ,15:56:00, ,23:15:00, ,7:56:00
,,,"Cooper, Matt",,86,4:23:00,78,5:57:00,78,9:00:00,58,7:45:00,71,13:07:00,46,7:32:00,70,5:06:00,73,16:40:00,49,9:26:00,64,7:19:00,53,8:41:00
,,,"TC - Buck, Rex",,86,4:23:00,84,10:20:00,78,19:20:00,72,27:05:00,71,40:12:00,64,47:44:00,65,52:50:00,66,69:30:00,63,78:56:00,67,86:15:00,59,94:56:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
60,12th Novice,1976,"Davis, Cole",9:00, ,12:53:00, ,18:32:00, ,2:01:00, ,11:24:00, ,0:12:00, ,10:30:00, ,16:19:00, ,6:57:00, ,16:46:00, ,1:32:00, ,7:57:00
,,,"Myers, Matt",,58,3:53:00,66,5:39:00,68,7:29:00,80,9:23:00,68,12:48:00,71,10:18:00,77,5:49:00,59,14:38:00,54,9:49:00,75,8:46:00,35,6:25:00
,,,"TC - Bryan, Len",,58,3:53:00,61,9:32:00,66,17:01:00,65,26:24:00,66,39:12:00,72,49:30:00,75,55:19:00,68,69:57:00,70,79:46:00,71,88:32:00,60,94:57:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
61,12th Unlimited,3734,"Flores, AJ",9:00, ,13:26:00, ,19:02:00, ,1:27:00, ,12:30:00, ,20:47:00, ,7:38:00, ,11:27:00, ,21:40:00, ,11:12:00, ,17:00:00, ,8:05:00
,,,"Frey, Brian",,88,4:26:00,61,5:36:00,61,6:25:00,88,11:03:00,20,8:17:00,77,10:51:00,36,3:49:00,21,10:13:00,75,13:32:00,42,5:48:00,76,15:05:00
,,,"Halbert, Kevin",,88,4:26:00,74,10:02:00,62,16:27:00,76,27:30:00,57,35:47:00,59,46:38:00,57,50:27:00,45,60:40:00,54,74:12:00,52,80:00:00,61,95:05:00
,,,"TC - Guerrero, Damien",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
62,13th Novice,4223,"French, Peter",9:00, ,13:21:00, ,19:36:00, ,4:27:00, ,11:53:00, ,1:13:00, ,8:45:00, ,13:50:00, ,6:31:00, ,15:56:00, ,23:13:00, ,8:10:00
,,,"French, Lisa",,83,4:21:00,89,6:15:00,77,8:51:00,48,7:26:00,72,13:20:00,46,7:32:00,69,5:05:00,74,16:41:00,48,9:25:00,63,7:17:00,57,8:57:00
,,,"TC - Vavra, Zack",,83,4:21:00,87,10:36:00,79,19:27:00,69,26:53:00,72,40:13:00,65,47:45:00,65,52:50:00,67,69:31:00,63,78:56:00,65,86:13:00,62,95:10:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1st W USCA C1,326,"Weber, Courtney",9:00, ,13:09:00, ,19:04:00, ,3:45:00, ,11:36:00, ,2:22:00, ,9:57:00, ,14:17:00, ,3:56:00, ,16:39:00, ,23:13:00, ,8:34:00
,,,"TC - Weber, Jim",,72,4:09:00,77,5:55:00,75,8:41:00,61,7:51:00,79,14:46:00,48,7:35:00,53,4:20:00,54,13:39:00,73,12:43:00,52,6:34:00,61,9:21:00
,,,,,72,4:09:00,76,10:04:00,75,18:45:00,68,26:36:00,76,41:22:00,68,48:57:00,67,53:17:00,61,66:56:00,68,79:39:00,66,86:13:00,63,95:34:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
64,6th Aluminum,2112,"Grogan, Mic",9:00, ,13:12:00, ,19:11:00, ,3:01:00, ,12:49:00, ,4:16:00, ,10:48:00, ,15:18:00, ,7:16:00, ,16:22:00, ,23:55:00, ,8:43:00
,,,"Smith, Mike",,75,4:12:00,82,5:59:00,71,7:50:00,83,9:48:00,81,15:27:00,35,6:32:00,61,4:30:00,67,15:58:00,42,9:06:00,67,7:33:00,56,8:48:00
,,,"TC - Smith, Johanna",,75,4:12:00,79,10:11:00,71,18:01:00,77,27:49:00,78,43:16:00,73,49:48:00,72,54:18:00,72,70:16:00,66,79:22:00,68,86:55:00,64,95:43:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
65,6th Tandem Unlimited,728,"Duckett, Benjamin",9:00, ,12:48:00, ,18:05:00, ,23:56:00, ,8:54:00, ,19:17:00, ,7:05:00, ,9:42:00, ,0:37:00, ,10:34:00, ,17:40:00, ,8:48:00
,,,"Fox, Jay",,52,3:48:00,45,5:17:00,53,5:51:00,73,8:58:00,50,10:23:00,81,11:48:00,4,2:37:00,60,14:55:00,56,9:57:00,60,7:06:00,77,15:08:00
,,,"TC - Harris, Constance",,52,3:48:00,47,9:05:00,51,14:56:00,53,23:54:00,52,34:17:00,54,46:05:00,50,48:42:00,54,63:37:00,51,73:34:00,54,80:40:00,65,95:48:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
66,5th Standard,2468,"Gideon, Dan",9:00, ,13:20:00, ,19:43:00, ,4:09:00, ,13:01:00, ,2:05:00, ,10:17:00, ,14:46:00, ,6:59:00, ,17:35:00, ,1:32:00, ,8:49:00
,,,"Clark, Glen",,82,4:20:00,91,6:23:00,73,8:26:00,72,8:52:00,69,13:04:00,57,8:12:00,59,4:29:00,71,16:13:00,64,10:36:00,68,7:57:00,40,7:17:00
,,,"TC - Marconi, Tiffany",,82,4:20:00,89,10:43:00,76,19:09:00,79,28:01:00,74,41:05:00,71,49:17:00,69,53:46:00,69,69:59:00,73,80:35:00,70,88:32:00,66,95:49:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
67,14th Novice,2274,"Boyd, Amy",9:00, ,13:21:00, ,18:59:00, ,5:37:00, ,13:25:00, ,1:53:00, ,9:51:00, ,14:28:00, ,5:39:00, ,15:20:00, ,22:30:00, ,8:50:00
,,,"Carpenter, Debbie",,83,4:21:00,64,5:38:00,84,10:38:00,60,7:48:00,64,12:28:00,51,7:58:00,62,4:37:00,63,15:11:00,52,9:41:00,62,7:10:00,66,10:20:00
,,,"TC - Snider, Jeff",,83,4:21:00,71,9:59:00,82,20:37:00,80,28:25:00,73,40:53:00,67,48:51:00,68,53:28:00,65,68:39:00,62,78:20:00,64,85:30:00,67,95:50:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
68,8th Men's Solo,33,"Lotz, Brady",9:00, ,12:44:00, ,18:05:00, ,23:45:00, ,7:04:00, ,17:09:00, ,1:55:00, ,10:34:00, ,1:39:00, ,11:58:00, ,20:27:00, ,9:02:00
,,,"TC - Lotz, Lynn",,48,3:44:00,49,5:21:00,48,5:40:00,45,7:19:00,44,10:05:00,64,8:46:00,80,8:39:00,62,15:05:00,60,10:19:00,74,8:29:00,71,12:35:00
,,,,,48,3:44:00,47,9:05:00,46,14:45:00,45,22:04:00,44,32:09:00,43,40:55:00,54,49:34:00,55,64:39:00,55,74:58:00,59,83:27:00,68,96:02:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
69,7th Tandem Unlimited,4139,"Stroka, Pat ",9:00, ,13:15:00, ,18:55:00, ,6:30:00, ,14:10:00, ,6:27:00, ,13:35:00, ,17:44:00, ,9:20:00, ,19:48:00, ,3:16:00, ,9:14:00
,,,"Taylor, Mark",,77,4:15:00,67,5:40:00,86,11:35:00,54,7:40:00,85,16:17:00,38,7:08:00,49,4:09:00,65,15:36:00,63,10:28:00,66,7:28:00,28,5:58:00
,,,"TC - Cradit, Jonathan",,77,4:15:00,66,9:55:00,86,21:30:00,81,29:10:00,84,45:27:00,80,52:35:00,78,56:44:00,79,72:20:00,78,82:48:00,73,90:16:00,69,96:14:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3rd Women's Solo,956,"Frey, Sarah",9:00, ,13:26:00, ,19:11:00, ,2:23:00, ,12:26:00, ,2:30:00, ,10:58:00, ,15:08:00, ,7:02:00, ,16:33:00, ,23:57:00, ,9:16:00
,,,"TC - Riedesel, Becky",,88,4:26:00,70,5:45:00,67,7:12:00,86,10:03:00,76,14:04:00,61,8:28:00,50,4:10:00,66,15:54:00,50,9:31:00,65,7:24:00,60,9:19:00
,,,,,88,4:26:00,79,10:11:00,68,17:23:00,75,27:26:00,77,41:30:00,74,49:58:00,71,54:08:00,71,70:02:00,67,79:33:00,69,86:57:00,70,96:16:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
71,13th Unlimited,444,"Ruiz, Chris",9:00, ,13:02:00, ,19:35:00, ,7:50:00, ,16:32:00, ,5:53:00, ,12:07:00, ,17:14:00, ,7:28:00, ,17:24:00, ,4:47:00, ,9:40:00
,,,"Meyer, Henry",,68,4:02:00,94,6:33:00,88,12:15:00,70,8:42:00,73,13:21:00,30,6:14:00,71,5:07:00,56,14:14:00,55,9:56:00,79,11:23:00,14,4:53:00
,,,"Carlson, David",,68,4:02:00,86,10:35:00,90,22:50:00,89,31:32:00,82,44:53:00,79,51:07:00,77,56:14:00,73,70:28:00,72,80:24:00,79,91:47:00,71,96:40:00
,,,"TC - \King, Dick",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
72,9th Men's Solo,4094,"Kitchens, Marshall",9:00, ,12:25:00, ,17:25:00, ,7:12:00, ,14:58:00, ,4:35:00, ,11:43:00, ,15:35:00, ,8:34:00, ,18:59:00, ,4:22:00, ,10:04:00
,,,"TC - Startz, Laura",,30,3:25:00,38,5:00:00,92,13:47:00,59,7:46:00,74,13:37:00,38,7:08:00,39,3:52:00,75,16:59:00,62,10:25:00,77,9:23:00,26,5:42:00
,,,,,30,3:25:00,34,8:25:00,88,22:12:00,84,29:58:00,81,43:35:00,78,50:43:00,74,54:35:00,77,71:34:00,75,81:59:00,78,91:22:00,72,97:04:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
73,15th Novice,1984,"Garcia, Jonathan",9:00, ,13:24:00, ,19:10:00, ,2:47:00, ,10:48:00, ,22:58:00, ,7:06:00, ,13:24:00, ,1:43:00, ,15:18:00, ,21:51:00, ,10:05:00
,,,"Jones, Steven",,87,4:24:00,72,5:46:00,70,7:37:00,63,8:01:00,62,12:10:00,56,8:08:00,78,6:18:00,42,12:19:00,76,13:35:00,51,6:33:00,70,12:14:00
,,,"TC - Garcia, Elizabeth",,87,4:24:00,78,10:10:00,70,17:47:00,62,25:48:00,65,37:58:00,55,46:06:00,63,52:24:00,56,64:43:00,61,78:18:00,62,84:51:00,73,97:05:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
74,4th Women's Solo,1492,"Bowers, Nancy",9:00, ,13:27:00, ,19:04:00, ,3:35:00, ,11:33:00, ,21:46:00, ,11:05:00, ,14:58:00, ,3:39:00, ,19:44:00, ,4:04:00, ,10:27:00
,,,"TC - Holmes, Tommy",,91,4:27:00,63,5:37:00,74,8:31:00,62,7:58:00,47,10:13:00,82,13:19:00,41,3:53:00,46,12:41:00,78,16:05:00,71,8:20:00,34,6:23:00
,,,,,91,4:27:00,76,10:04:00,74,18:35:00,67,26:33:00,60,36:46:00,76,50:05:00,70,53:58:00,60,66:39:00,77,82:44:00,75,91:04:00,74,97:27:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
75,16th Novice,8888,"Villarruel, Manny",9:00, ,13:21:00, ,19:49:00, ,5:25:00, ,15:17:00, ,6:48:00, ,13:44:00, ,18:30:00, ,9:26:00, ,19:38:00, ,4:05:00, ,10:32:00
,,,"Upchurch, Travis",,83,4:21:00,93,6:28:00,80,9:36:00,84,9:52:00,83,15:31:00,37,6:56:00,64,4:46:00,61,14:56:00,59,10:12:00,73,8:27:00,36,6:27:00
,,,"TC - DeLuna, Patty",,83,4:21:00,93,10:49:00,81,20:25:00,85,30:17:00,85,45:48:00,82,52:44:00,80,57:30:00,80,72:26:00,76,82:38:00,76,91:05:00,75,97:32:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
76,17th Novice,1776,"Rapp, Shea",9:00, ,13:30:00, ,19:15:00, ,4:31:00, ,12:15:00, ,2:21:00, ,11:05:00, ,16:50:00, ,8:51:00, ,19:51:00, ,2:55:00, ,10:42:00
,,,"Naquin, Ken",,92,4:30:00,70,5:45:00,79,9:16:00,57,7:44:00,77,14:06:00,63,8:44:00,76,5:45:00,68,16:01:00,65,11:00:00,58,7:04:00,45,7:47:00
,,,"TC - Sones, Jeff",,92,4:30:00,81,10:15:00,80,19:31:00,74,27:15:00,75,41:21:00,75,50:05:00,76,55:50:00,78,71:51:00,79,82:51:00,72,89:55:00,76,97:42:00
