# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-28 15:06:20 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08173900 Guadalupe Rv at Gonzales, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08173900
#            TS   parameter     statistic     Description
#        136613       00065     00003     Gage height, feet (Mean)
#        136614       00060     00003     Discharge, cubic feet per second (Mean)
#        173853       00060     00001     Discharge, cubic feet per second (Maximum)
#        173854       00060     00002     Discharge, cubic feet per second (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=08173900&ts_ids=136614,173853,173854,136613]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	136613_00065_00003	136613_00065_00003_cd	136614_00060_00003	136614_00060_00003_cd	173853_00060_00001	173853_00060_00001_cd	173854_00060_00002	173854_00060_00002_cd
USGS	08173900	2001-05-31	12.83	A	1160	A	1380	A	896	A
USGS	08173900	2001-06-01	13.06	A	1300	A	1710	A	1100	A
USGS	08173900	2001-06-02	12.82	A	1150	A	1340	A	1050	A
USGS	08173900	2001-06-03	12.82	A	1160	A	1340	A	1040	A
USGS	08173900	2001-06-04	12.81	A	1150	A	1370	A	1040	A
USGS	08173900	2001-06-05	12.51	A	973	A	1130	A	657	A
USGS	08173900	2001-06-06	12.68	A	1070	A	1260	A	913	A
USGS	08173900	2001-06-07	12.79	A	1150	A	1260	A	827	A
USGS	08173900	2001-06-08	12.55	A	1000	A	1220	A	838	A
USGS	08173900	2001-06-09	12.52	A	978	A	1000	A	885	A
USGS	08173900	2001-06-10	12.69	A	1090	A	1340	A	902	A
USGS	08173900	2001-06-11	12.54	A	996	A	1090	A	941	A
USGS	08173900	2001-06-12	12.84	A	1180	A	1390	A	907	A
USGS	08173900	2001-06-13	12.61	A	1040	A	1430	A	609	A
USGS	08173900	2001-06-14	12.43	A	936	A	1200	A	886	A
USGS	08173900	2001-06-15	12.44	A	943	A	1020	A	913	A
USGS	08173900	2001-06-16	12.44	A	942	A	1010	A	908	A
USGS	08173900	2001-06-17	12.27	A	848	A	992	A	605	A
USGS	08173900	2001-06-18	12.45	A	950	A	1030	A	908	A
USGS	08173900	2001-06-19	12.51	A	990	A	1090	A	908	A
USGS	08173900	2001-06-20	12.38	A	906	A	936	A	676	A
USGS	08173900	2001-06-21	12.24	A	829	A	902	A	605	A
USGS	08173900	2001-06-22	12.32	A	869	A	886	A	844	A
USGS	08173900	2001-06-23	12.16	A	782	A	891	A	443	A
USGS	08173900	2001-06-24	12.84	A	1180	A	1560	A	875	A
USGS	08173900	2001-06-25	13.29	A	1460	A	1540	A	1280	A
USGS	08173900	2001-06-26	12.63	A	1040	A	1280	A	951	A
USGS	08173900	2001-06-27	12.45	A	931	A	991	A	858	A
USGS	08173900	2001-06-28	12.46	A	932	A	973	A	890	A
USGS	08173900	2001-06-29	12.42	A	903	A	973	A	869	A
USGS	08173900	2001-06-30	12.36	A	865	A	879	A	853	A
USGS	08173900	2001-07-01	12.35	A	862	A	863	A	858	A
USGS	08173900	2001-07-02	12.48	A	944	A	1470	A	421	A
USGS	08173900	2001-07-03	13.12	A	1330	A	2000	A	831	A
USGS	08173900	2001-07-04	12.35	A	853	A	900	A	816	A
USGS	08173900	2001-07-05	12.49	A	928	A	1010	A	878	A
USGS	08173900	2001-07-06	12.51	A	939	A	1040	A	852	A
USGS	08173900	2001-07-07	12.33	A	833	A	873	A	795	A
USGS	08173900	2001-07-08	12.16	A	741	A	867	A	400	A
USGS	08173900	2001-07-09	12.60	A	984	A	1270	A	867	A
USGS	08173900	2001-07-10	12.31	A	814	A	989	A	564	A
USGS	08173900	2001-07-11	12.19	A	752	A	883	A	553	A
USGS	08173900	2001-07-12	12.22	A	761	A	867	A	564	A
USGS	08173900	2001-07-13	12.16	A	729	A	888	A	576	A
USGS	08173900	2001-07-14	12.29	A	790	A	856	A	754	A
USGS	08173900	2001-07-15	12.35	A	822	A	850	A	794	A
USGS	08173900	2001-07-16	12.27	A	781	A	1030	A	357	A
USGS	08173900	2001-07-17	12.46	A	883	A	1070	A	460	A
USGS	08173900	2001-07-18	12.36	A	816	A	850	A	793	A
USGS	08173900	2001-07-19	12.29	A	777	A	793	A	758	A
USGS	08173900	2001-07-20	11.98	A	622	A	768	A	521	A
USGS	08173900	2001-07-21	12.08	A	668	A	724	A	584	A
USGS	08173900	2001-07-22	11.69	A	478	A	714	A	139	A
USGS	08173900	2001-07-23	12.17	A	708	A	792	A	481	A
USGS	08173900	2001-07-24	12.22	A	732	A	975	A	246	A
USGS	08173900	2001-07-25	12.27	A	753	A	969	A	321	A
USGS	08173900	2001-07-26	12.23	A	730	A	817	A	509	A
USGS	08173900	2001-07-27	12.16	A	691	A	767	A	509	A
USGS	08173900	2001-07-28	11.61	A	424	A	662	A	128	A
USGS	08173900	2001-07-29	12.26	A	741	A	1070	A	570	A
USGS	08173900	2001-07-30			660	A				
USGS	08173900	2001-07-31	12.09	A	675	A	666	A	623	A
USGS	08173900	2001-08-01	13.83	A	788	A	6720	A	509	A
USGS	08173900	2001-08-02	12.07	A	547	A:e				
USGS	08173900	2001-08-03	11.69	A	565	A:e				
USGS	08173900	2001-08-04	11.80	A	686	A:e				
USGS	08173900	2001-08-05	11.71	A	615	A:e				
USGS	08173900	2001-08-06	11.37	A	610	A				
USGS	08173900	2001-08-07	11.86	A	508	A	638	A	271	A
USGS	08173900	2001-08-08	12.01	A	589	A	628	A	451	A
USGS	08173900	2001-08-09	11.73	A	450	A	619	A	203	A
USGS	08173900	2001-08-10	11.88	A	516	A	716	A	362	A
USGS	08173900	2001-08-11	11.81	A	483	A	596	A	348	A
USGS	08173900	2001-08-12	11.73	A	442	A	591	A	334	A
USGS	08173900	2001-08-13	11.78	A	466	A	591	A	344	A
USGS	08173900	2001-08-14	11.80	A	475	A	596	A	344	A
USGS	08173900	2001-08-15	11.54	A	359	A	560	A	155	A
USGS	08173900	2001-08-16	11.65	A	398	A	541	A	334	A
USGS	08173900	2001-08-17	11.84	A	494	A	877	A	334	A
USGS	08173900	2001-08-18	12.21	A	688	A	911	A	591	A
USGS	08173900	2001-08-19	11.87	A	509	A	736	A	344	A
USGS	08173900	2001-08-20	11.78	A	465	A	587	A	339	A
USGS	08173900	2001-08-21	11.76	A	454	A	591	A	334	A
USGS	08173900	2001-08-22	11.62	A	387	A	569	A	229	A
USGS	08173900	2001-08-23	11.83	A	491	A	582	A	353	A
USGS	08173900	2001-08-24	11.78	A	469	A	591	A	339	A
USGS	08173900	2001-08-25	11.74	A	448	A	582	A	334	A
USGS	08173900	2001-08-26	11.63	A	397	A	610	A	229	A
USGS	08173900	2001-08-27	12.36	A	769	A	1040	A	610	A
USGS	08173900	2001-08-28	12.17	A	666	A	747	A	423	A
USGS	08173900	2001-08-29	12.34	A	751	A	778	A	736	A
USGS	08173900	2001-08-30	12.53	A	888	A	1720	A	731	A
USGS	08173900	2001-08-31	22.62	A	7050	A	11400	A	1720	A
USGS	08173900	2001-09-01	28.19	A	11000	A	12900	A	5590	A
USGS	08173900	2001-09-02	15.87	A	3400	A	5590	A	2790	A
USGS	08173900	2001-09-03	15.16	A	2930	A	3320	A	2460	A
USGS	08173900	2001-09-04	14.04	A	2150	A	2460	A	1950	A
USGS	08173900	2001-09-05	14.26	A	2270	A	2570	A	2040	A
USGS	08173900	2001-09-06	17.34	A	3880	A	6330	A	1990	A
USGS	08173900	2001-09-07	18.38	A	4460	A	6280	A	2540	A
USGS	08173900	2001-09-08	14.52	A	2290	A	2540	A	2210	A
USGS	08173900	2001-09-09	15.83	A	3050	A	5780	A	2130	A
USGS	08173900	2001-09-10	19.47	A	5000	A	6300	A	2730	A
USGS	08173900	2001-09-11	14.35	A	2180	A	2730	A	1960	A
USGS	08173900	2001-09-12	13.95	A	1910	A	1960	A	1870	A
USGS	08173900	2001-09-13	13.94	A	1900	A	1970	A	1860	A
USGS	08173900	2001-09-14	14.07	A	1990	A	2010	A	1960	A
USGS	08173900	2001-09-15	14.07	A	1990	A	2020	A	1980	A
USGS	08173900	2001-09-16	14.15	A	2040	A	2410	A	1670	A
USGS	08173900	2001-09-17	13.12	A	1340	A	1670	A	1220	A
USGS	08173900	2001-09-18	13.00	A	1270	A	1610	A	671	A
USGS	08173900	2001-09-19	13.73	A	1750	A	1900	A	1610	A
USGS	08173900	2001-09-20	13.85	A	1830	A	1870	A	1770	A
USGS	08173900	2001-09-21	13.90	A	1870	A	1900	A	1750	A
USGS	08173900	2001-09-22	13.91	A	1880	A	1900	A	1860	A
USGS	08173900	2001-09-23	14.46	A	2220	A	3370	A	1410	A
USGS	08173900	2001-09-24	15.49	A	2880	A	3380	A	2150	A
USGS	08173900	2001-09-25	14.26	A	2120	A	2420	A	1990	A
USGS	08173900	2001-09-26	13.98	A	1920	A	1990	A	1880	A
USGS	08173900	2001-09-27	13.59	A	1650	A	1890	A	1380	A
USGS	08173900	2001-09-28	13.13	A	1350	A	1490	A	1260	A
USGS	08173900	2001-09-29	13.16	A	1370	A	1420	A	1260	A
USGS	08173900	2001-09-30	12.94	A	1230	A	1380	A	964	A
USGS	08173900	2001-10-01	13.12	A	1350	A	1510	A	1270	A
USGS	08173900	2001-10-02	13.06	A	1310	A	1410	A	1240	A
USGS	08173900	2001-10-03	13.00	A	1280	A	1390	A	964	A
USGS	08173900	2001-10-04	12.91	A	1220	A	1330	A	958	A
USGS	08173900	2001-10-05	12.78	A	1140	A	1390	A	671	A
USGS	08173900	2001-10-06	12.82	A	1170	A	1420	A	843	A
USGS	08173900	2001-10-07	12.57	A	1020	A	1170	A	666	A
USGS	08173900	2001-10-08	12.67	A	1070	A	1210	A	982	A
USGS	08173900	2001-10-09	12.66	A	1060	A	1200	A	976	A
USGS	08173900	2001-10-10	12.44	A	927	A	976	A	899	A
USGS	08173900	2001-10-11	12.41	A	911	A	1020	A	691	A
USGS	08173900	2001-10-12	12.53	A	985	A	1240	A	899	A
USGS	08173900	2001-10-13	13.01	A	1290	A	1910	A	923	A
USGS	08173900	2001-10-14	15.72	A	3030	A	3960	A	1910	A
USGS	08173900	2001-10-15	14.21	A	2080	A	2630	A	1680	A
USGS	08173900	2001-10-16	13.42	A	1540	A	1720	A	1300	A
USGS	08173900	2001-10-17	12.75	A	1120	A	1310	A	686	A
USGS	08173900	2001-10-18	13.42	A	1550	A	1720	A	1270	A
USGS	08173900	2001-10-19	13.67	A	1710	A	1970	A	1610	A
USGS	08173900	2001-10-20	13.59	A	1660	A	1800	A	1590	A
USGS	08173900	2001-10-21	13.60	A	1660	A	1720	A	1600	A
USGS	08173900	2001-10-22	13.52	A	1610	A	1660	A	1550	A
USGS	08173900	2001-10-23	13.52	A	1610	A	1680	A	1450	A
USGS	08173900	2001-10-24	13.57	A	1640	A	1690	A	1560	A
USGS	08173900	2001-10-25	13.54	A	1620	A	1690	A	1550	A
USGS	08173900	2001-10-26	13.35	A	1500	A	1670	A	988	A
USGS	08173900	2001-10-27	13.55	A	1630	A	1980	A	1440	A
USGS	08173900	2001-10-28	13.45	A	1560	A	1620	A	1480	A
USGS	08173900	2001-10-29	13.52	A	1610	A	1770	A	1110	A
USGS	08173900	2001-10-30	13.44	A	1550	A	1570	A	1540	A
USGS	08173900	2001-10-31	13.45	A	1560	A	1620	A	1490	A
USGS	08173900	2001-11-01	13.13	A	1360	A	1590	A	1280	A
USGS	08173900	2001-11-02	12.79	A	1150	A	1340	A	928	A
USGS	08173900	2001-11-03	12.81	A	1160	A	1360	A	821	A
USGS	08173900	2001-11-04	12.88	A	1200	A	1360	A	946	A
USGS	08173900	2001-11-05	12.51	A	973	A	1140	A	652	A
USGS	08173900	2001-11-06	12.71	A	1100	A	1340	A	923	A
USGS	08173900	2001-11-07	12.65	A	1060	A	1190	A	934	A
USGS	08173900	2001-11-08	12.72	A	1100	A	1240	A	923	A
USGS	08173900	2001-11-09	12.65	A	1060	A	1210	A	946	A
USGS	08173900	2001-11-10	12.89	A	1210	A	1680	A	928	A
USGS	08173900	2001-11-11	12.68	A	1080	A	1310	A	958	A
USGS	08173900	2001-11-12	12.75	A	1120	A	1250	A	1010	A
USGS	08173900	2001-11-13			1160	A				
USGS	08173900	2001-11-14			1100	A:e				
USGS	08173900	2001-11-15			1240	A				
USGS	08173900	2001-11-16	15.54	A	2780	A	8160	A	1130	A
USGS	08173900	2001-11-17	35.06	A	18800	A	27600	A	8160	A
USGS	08173900	2001-11-18	31.18	A	12300	A	18400	A	7200	A
USGS	08173900	2001-11-19	19.40	A	5210	A	7200	A	4100	A
USGS	08173900	2001-11-20	17.41	A	4180	A	4270	A	4020	A
USGS	08173900	2001-11-21	19.29	A	5150	A	5630	A	4120	A
USGS	08173900	2001-11-22	20.82	A	5840	A	5980	A	5630	A
USGS	08173900	2001-11-23	21.51	A	6170	A	6240	A	5980	A
USGS	08173900	2001-11-24	21.47	A	6150	A	6230	A	6090	A
USGS	08173900	2001-11-25	21.34	A	6080	A	6130	A	6020	A
USGS	08173900	2001-11-26	20.68	A	5780	A	6050	A	4920	A
USGS	08173900	2001-11-27	18.47	A	4770	A	5390	A	4310	A
USGS	08173900	2001-11-28	20.33	A	5630	A	5820	A	5390	A
USGS	08173900	2001-11-29	21.40	A	6110	A	6420	A	5820	A
USGS	08173900	2001-11-30	21.89	A	6350	A	6440	A	6240	A
USGS	08173900	2001-12-01	21.00	A	5930	A	6240	A	5240	A
USGS	08173900	2001-12-02	18.37	A	4760	A	5240	A	4580	A
USGS	08173900	2001-12-03	20.23	A	5600	A	6580	A	4790	A
USGS	08173900	2001-12-04	21.28	A	6070	A	6590	A	5430	A
USGS	08173900	2001-12-05	19.18	A	5130	A	5430	A	4950	A
USGS	08173900	2001-12-06	19.26	A	5160	A	5290	A	5070	A
USGS	08173900	2001-12-07	18.98	A	5040	A	5160	A	4830	A
USGS	08173900	2001-12-08	18.01	A	4560	A	4830	A	4130	A
USGS	08173900	2001-12-09	16.87	A	3840	A	4540	A	3370	A
USGS	08173900	2001-12-10	17.87	A	4480	A	4710	A	4050	A
USGS	08173900	2001-12-11	16.78	A	3780	A	4050	A	3660	A
USGS	08173900	2001-12-12	20.73	A	5820	A	7750	A	3850	A
USGS	08173900	2001-12-13	22.40	A	6630	A	7790	A	4870	A
USGS	08173900	2001-12-14	17.40	A	4180	A	4870	A	3750	A
USGS	08173900	2001-12-15	17.02	A	3940	A	4410	A	3750	A
USGS	08173900	2001-12-16	23.22	A	7170	A	9950	A	4100	A
USGS	08173900	2001-12-17	26.40	A	8840	A	10000	A	6550	A
USGS	08173900	2001-12-18	20.01	A	5420	A	6550	A	4590	A
USGS	08173900	2001-12-19	17.86	A	4330	A	4590	A	4170	A
USGS	08173900	2001-12-20	17.84	A	4320	A	4860	A	4100	A
USGS	08173900	2001-12-21	19.14	A	5030	A	5150	A	4860	A
USGS	08173900	2001-12-22	19.11	A	5010	A	5060	A	4890	A
USGS	08173900	2001-12-23	16.70	A	3590	A	4890	A	2850	A
USGS	08173900	2001-12-24	15.67	A	2940	A	3040	A	2870	A
USGS	08173900	2001-12-25	15.68	A	2940	A	3030	A	2890	A
USGS	08173900	2001-12-26	15.60	A	2890	A	3110	A	2800	A
USGS	08173900	2001-12-27	15.40	A	2780	A	2900	A	2630	A
USGS	08173900	2001-12-28	15.44	A	2800	A	2990	A	2730	A
USGS	08173900	2001-12-29	15.26	A	2690	A	2750	A	2660	A
USGS	08173900	2001-12-30	15.16	A	2640	A	2710	A	2540	A
USGS	08173900	2001-12-31	14.83	A	2420	A	2570	A	2170	A
USGS	08173900	2002-01-01			2070	A				
USGS	08173900	2002-01-02			2130	A				
USGS	08173900	2002-01-03	14.44	A	2160	A	2350	A	1850	A
USGS	08173900	2002-01-04	14.57	A	2240	A	2320	A	2150	A
USGS	08173900	2002-01-05	14.46	A	2170	A	2360	A	1820	A
USGS	08173900	2002-01-06	15.07	A	2570	A	2880	A	2350	A
USGS	08173900	2002-01-07	15.53	A	2860	A	2990	A	2690	A
USGS	08173900	2002-01-08	14.88	A	2450	A	2690	A	2370	A
USGS	08173900	2002-01-09	14.79	A	2400	A	2510	A	2370	A
USGS	08173900	2002-01-10	14.90	A	2460	A	2520	A	2420	A
USGS	08173900	2002-01-11	14.60	A	2270	A	2440	A	1980	A
USGS	08173900	2002-01-12	14.54	A	2230	A	2280	A	2180	A
USGS	08173900	2002-01-13	14.51	A	2210	A	2420	A	2140	A
USGS	08173900	2002-01-14	14.36	A	2110	A	2160	A	1790	A
USGS	08173900	2002-01-15	13.79	A	1720	A	2080	A	1300	A
USGS	08173900	2002-01-16	13.68	A	1640	A	1810	A	1280	A
USGS	08173900	2002-01-17	14.12	A	1950	A	2190	A	1600	A
USGS	08173900	2002-01-18	14.05	A	1900	A	1980	A	1850	A
USGS	08173900	2002-01-19	13.76	A	1710	A	2010	A	1480	A
USGS	08173900	2002-01-20	13.61	A	1590	A	1730	A	1490	A
USGS	08173900	2002-01-21	13.59	A	1580	A	1680	A	1420	A
USGS	08173900	2002-01-22	13.55	A	1560	A	1860	A	1240	A
USGS	08173900	2002-01-23	13.40	A	1460	A	1800	A	1170	A
USGS	08173900	2002-01-24	13.83	A	1750	A	1930	A	1410	A
USGS	08173900	2002-01-25	13.51	A	1540	A	1860	A	1210	A
USGS	08173900	2002-01-26	13.34	A	1420	A	1720	A	1190	A
USGS	08173900	2002-01-27	13.49	A	1510	A	1680	A	1340	A
USGS	08173900	2002-01-28	13.41	A	1460	A	1700	A	970	A
USGS	08173900	2002-01-29	13.54	A	1550	A	1700	A	1240	A
USGS	08173900	2002-01-30	13.50	A	1520	A	1700	A	1220	A
USGS	08173900	2002-01-31	13.81	A	1740	A	1890	A	1590	A
USGS	08173900	2002-02-01	13.95	A	1830	A	1910	A	1770	A
USGS	08173900	2002-02-02	13.65	A	1630	A	1810	A	1500	A
USGS	08173900	2002-02-03	13.75	A	1690	A	1750	A	1500	A
USGS	08173900	2002-02-04	13.67	A	1640	A	1750	A	1500	A
USGS	08173900	2002-02-05	13.83	A	1750	A	1850	A	1670	A
USGS	08173900	2002-02-06	13.57	A	1580	A	1920	A	1100	A
USGS	08173900	2002-02-07	13.66	A	1630	A	1720	A	1500	A
USGS	08173900	2002-02-08	13.76	A	1700	A	2010	A	1510	A
USGS	08173900	2002-02-09	13.62	A	1600	A	1770	A	1460	A
USGS	08173900	2002-02-10	13.47	A	1500	A	1680	A	1280	A
USGS	08173900	2002-02-11	13.22	A	1340	A	1460	A	1250	A
USGS	08173900	2002-02-12	13.39	A	1450	A	1530	A	1360	A
USGS	08173900	2002-02-13	13.30	A	1390	A	1550	A	1250	A
USGS	08173900	2002-02-14	13.21	A	1340	A	1440	A	1230	A
USGS	08173900	2002-02-15	13.14	A	1300	A	1440	A	1110	A
USGS	08173900	2002-02-16	12.97	A	1190	A	1430	A	877	A
USGS	08173900	2002-02-17	13.13	A	1290	A	1400	A	1090	A
USGS	08173900	2002-02-18	13.20	A	1330	A	1610	A	1070	A
USGS	08173900	2002-02-19	13.16	A	1310	A	1630	A	816	A
USGS	08173900	2002-02-20	13.23	A	1350	A	1560	A	1190	A
USGS	08173900	2002-02-21	13.13	A	1290	A	1600	A	837	A
USGS	08173900	2002-02-22	12.97	A	1190	A	1330	A	928	A
USGS	08173900	2002-02-23	13.10	A	1270	A	1480	A	1170	A
USGS	08173900	2002-02-24	13.12	A	1280	A	1450	A	1190	A
USGS	08173900	2002-02-25	13.16	A	1310	A	1490	A	1190	A
USGS	08173900	2002-02-26	13.15	A	1310	A	1570	A	988	A
USGS	08173900	2002-02-27	13.10	A	1270	A	1470	A	1190	A
USGS	08173900	2002-02-28	13.03	A	1230	A	1310	A	1170	A
USGS	08173900	2002-03-01	13.18	A	1320	A	1520	A	1200	A
USGS	08173900	2002-03-02	13.12	A	1280	A	1500	A	1170	A
USGS	08173900	2002-03-03	13.10	A	1270	A	1460	A	1170	A
USGS	08173900	2002-03-04	13.09	A	1260	A	1480	A	1160	A
USGS	08173900	2002-03-05	13.04	A	1230	A	1380	A	1170	A
USGS	08173900	2002-03-06	12.98	A	1200	A	1360	A	767	A
USGS	08173900	2002-03-07	12.19	A	1200	A	1150	A	334	A
USGS	08173900	2002-03-08	11.43	A	1170	A:e	553	A	191	A
USGS	08173900	2002-03-09	9.97	A	1200	A:e				
USGS	08173900	2002-03-10	8.66	A	1150	A:e				
USGS	08173900	2002-03-11	10.84	A	1220	A				
USGS	08173900	2002-03-12	13.06	A	1240	A	1470	A	1030	A
USGS	08173900	2002-03-13	12.79	A	1080	A	1330	A	865	A
USGS	08173900	2002-03-14	12.61	A	963	A	1020	A	940	A
USGS	08173900	2002-03-15	12.89	A	1140	A	1220	A	1020	A
USGS	08173900	2002-03-16	12.82	A	1100	A	1170	A	1070	A
USGS	08173900	2002-03-17	12.85	A	1110	A	1190	A	940	A
USGS	08173900	2002-03-18	12.85	A	1120	A	1170	A	1080	A
USGS	08173900	2002-03-19			1180	A				
USGS	08173900	2002-03-20			1150	A:e				
USGS	08173900	2002-03-21			1210	A				
USGS	08173900	2002-03-22			1250	A				
USGS	08173900	2002-03-23			1210	A:e				
USGS	08173900	2002-03-24			1120	A:e				
USGS	08173900	2002-03-25			1110	A				
USGS	08173900	2002-03-26	12.81	A	1090	A	1150	A	1060	A
USGS	08173900	2002-03-27	12.77	A	1060	A	1140	A	994	A
USGS	08173900	2002-03-28	12.86	A	1120	A	1150	A	976	A
USGS	08173900	2002-03-29	12.64	A	986	A	1090	A	911	A
USGS	08173900	2002-03-30	12.69	A	1010	A	1090	A	877	A
USGS	08173900	2002-03-31	12.78	A	1070	A	1130	A	1020	A
USGS	08173900	2002-04-01	12.71	A	1020	A	1090	A	1010	A
USGS	08173900	2002-04-02	12.76	A	1060	A	1130	A	1000	A
USGS	08173900	2002-04-03	12.75	A	1050	A	1210	A	1010	A
USGS	08173900	2002-04-04	12.70	A	1020	A	1050	A	1010	A
USGS	08173900	2002-04-05	12.69	A	1010	A	1020	A	1000	A
USGS	08173900	2002-04-06	12.70	A	1020	A	1020	A	1010	A
USGS	08173900	2002-04-07	12.70	A	1020	A	1090	A	994	A
USGS	08173900	2002-04-08	20.37	A	5440	A	10000	A	849	A
USGS	08173900	2002-04-09	30.65	A	11400	A	12400	A	8740	A
USGS	08173900	2002-04-10	17.31	A	3840	A	8740	A	2230	A
USGS	08173900	2002-04-11	13.74	A	1690	A	2230	A	1440	A
USGS	08173900	2002-04-12	13.35	A	1420	A	1510	A	1260	A
USGS	08173900	2002-04-13	13.04	A	1230	A	1330	A	1150	A
USGS	08173900	2002-04-14	12.97	A	1190	A	1280	A	1080	A
USGS	08173900	2002-04-15	12.79	A	1090	A	1460	A	633	A
USGS	08173900	2002-04-16	12.84	A	1110	A	1370	A	905	A
USGS	08173900	2002-04-17	12.75	A	1060	A	1150	A	917	A
USGS	08173900	2002-04-18	12.63	A	985	A	1130	A	701	A
USGS	08173900	2002-04-19	12.46	A	884	A	1010	A	821	A
USGS	08173900	2002-04-20	12.56	A	939	A	1050	A	821	A
USGS	08173900	2002-04-21	12.52	A	918	A	1010	A	661	A
USGS	08173900	2002-04-22	12.66	A	1000	A	1120	A	946	A
USGS	08173900	2002-04-23	12.50	A	908	A	982	A	479	A
USGS	08173900	2002-04-24	12.55	A	932	A	952	A	877	A
USGS	08173900	2002-04-25	12.51	A	912	A	982	A	860	A
USGS	08173900	2002-04-26	12.51	A	911	A	988	A	832	A
USGS	08173900	2002-04-27	12.45	A	877	A	899	A	752	A
USGS	08173900	2002-04-28	12.52	A	915	A	934	A	778	A
USGS	08173900	2002-04-29	12.42	A	859	A	923	A	816	A
USGS	08173900	2002-04-30	12.52	A	922	A	1010	A	888	A
USGS	08173900	2002-05-01	12.35	A	834	A	1020	A	573	A
USGS	08173900	2002-05-02	12.31	A	803	A	810	A	789	A
USGS	08173900	2002-05-03	12.33	A	826	A	1160	A	560	A
USGS	08173900	2002-05-04	12.42	A	866	A	928	A	810	A
USGS	08173900	2002-05-05	12.25	A	775	A	923	A	596	A
USGS	08173900	2002-05-06	12.36	A	832	A	923	A	652	A
USGS	08173900	2002-05-07	12.19	A	742	A	810	A	564	A
USGS	08173900	2002-05-08	12.19	A	742	A	794	A	497	A
USGS	08173900	2002-05-09	12.18	A	737	A	794	A	605	A
USGS	08173900	2002-05-10	12.34	A	821	A	899	A	711	A
USGS	08173900	2002-05-11	12.21	A	753	A	843	A	623	A
USGS	08173900	2002-05-12	12.10	A	693	A	747	A	605	A
USGS	08173900	2002-05-13	12.17	A	727	A	849	A	623	A
USGS	08173900	2002-05-14	12.33	A	809	A	970	A	762	A
USGS	08173900	2002-05-15	12.13	A	707	A	860	A	397	A
USGS	08173900	2002-05-16	12.15	A	722	A	958	A	392	A
USGS	08173900	2002-05-17	12.29	A	787	A	832	A	762	A
USGS	08173900	2002-05-18	12.17	A	729	A	816	A	569	A
USGS	08173900	2002-05-19	12.13	A	705	A	794	A	553	A
USGS	08173900	2002-05-20	12.22	A	747	A	762	A	696	A
USGS	08173900	2002-05-21	12.07	A	672	A	767	A	528	A
USGS	08173900	2002-05-22	12.03	A	654	A	757	A	503	A
USGS	08173900	2002-05-23	12.19	A	733	A	888	A	553	A
USGS	08173900	2002-05-24	12.22	A	747	A	767	A	736	A
USGS	08173900	2002-05-25			747	A				
USGS	08173900	2002-05-26			770	A:e				
USGS	08173900	2002-05-27			810	A:e				
USGS	08173900	2002-05-28			839	A				
USGS	08173900	2002-05-29			1000	A				
USGS	08173900	2002-05-30			871	A				
USGS	08173900	2002-05-31	12.41	A	845	A	899	A	789	A
USGS	08173900	2002-06-01	12.29	A	780	A	826	A	731	A
USGS	08173900	2002-06-02	12.34	A	803	A	843	A	762	A
USGS	08173900	2002-06-03	12.25	A	755	A	773	A	731	A
USGS	08173900	2002-06-04	12.24	A	753	A	899	A	638	A
USGS	08173900	2002-06-05	12.17	A	716	A	911	A	534	A
USGS	08173900	2002-06-06	12.15	A	702	A	716	A	657	A
USGS	08173900	2002-06-07	12.04	A	650	A	716	A	541	A
USGS	08173900	2002-06-08	12.17	A	712	A	721	A	696	A
USGS	08173900	2002-06-09	12.08	A	668	A	721	A	509	A
USGS	08173900	2002-06-10	12.03	A	637	A	711	A	372	A
USGS	08173900	2002-06-11	12.05	A	655	A	860	A	397	A
USGS	08173900	2002-06-12	12.05	A	655	A	726	A	528	A
USGS	08173900	2002-06-13	12.05	A	651	A	711	A	553	A
USGS	08173900	2002-06-14	12.03	A	638	A	721	A	522	A
USGS	08173900	2002-06-15	11.99	A	618	A	681	A	509	A
USGS	08173900	2002-06-16	11.87	A	557	A	657	A	402	A
USGS	08173900	2002-06-17	12.04	A	640	A	696	A	509	A
USGS	08173900	2002-06-18	12.17	A	708	A	894	A	610	A
USGS	08173900	2002-06-19	12.01	A	629	A	691	A	503	A
USGS	08173900	2002-06-20	11.85	A	544	A	666	A	362	A
USGS	08173900	2002-06-21	12.10	A	672	A	854	A	573	A
USGS	08173900	2002-06-22	11.98	A	606	A	681	A	485	A
USGS	08173900	2002-06-23	11.94	A	589	A	657	A	474	A
USGS	08173900	2002-06-24	11.96	A	596	A	671	A	479	A
USGS	08173900	2002-06-25	11.94	A	587	A	666	A	445	A
USGS	08173900	2002-06-26	11.78	A	501	A	666	A	304	A
