# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-28 15:11:12 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08175800 Guadalupe Rv at Cuero, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08175800
#            TS   parameter     statistic     Description
#        136626       00060     00001     Discharge, cubic feet per second (Maximum)
#        136627       00060     00002     Discharge, cubic feet per second (Minimum)
#        136629       00065     00001     Gage height, feet (Maximum)
#        136630       00065     00002     Gage height, feet (Minimum)
#        136631       00065     00003     Gage height, feet (Mean)
#        325715       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	136626_00060_00001	136626_00060_00001_cd	136627_00060_00002	136627_00060_00002_cd	136629_00065_00001	136629_00065_00001_cd	136630_00065_00002	136630_00065_00002_cd	136631_00065_00003	136631_00065_00003_cd	325715_00060_00003	325715_00060_00003_cd
USGS	08175800	1987-06-08											33900	A
USGS	08175800	1987-06-09											24200	A
USGS	08175800	1987-06-10											17000	A
USGS	08175800	1987-06-11											14700	A
USGS	08175800	1987-06-12											16100	A
USGS	08175800	1987-06-13											24800	A
USGS	08175800	1987-06-14											35500	A
USGS	08175800	1987-06-15											32800	A
USGS	08175800	1987-06-16											29200	A
USGS	08175800	1987-06-17											23700	A
USGS	08175800	1987-06-18											17800	A
USGS	08175800	1987-06-19											11800	A
USGS	08175800	1987-06-20											7750	A
USGS	08175800	1987-06-21											7460	A
USGS	08175800	1987-06-22											7760	A
USGS	08175800	1987-06-23											8200	A
USGS	08175800	1987-06-24											8170	A
USGS	08175800	1987-06-25											7990	A
USGS	08175800	1987-06-26											7970	A
USGS	08175800	1987-06-27											7790	A
USGS	08175800	1987-06-28											8070	A
USGS	08175800	1987-06-29											7890	A
USGS	08175800	1987-06-30											7380	A
USGS	08175800	1987-07-01											7200	A
USGS	08175800	1987-07-02											7110	A
USGS	08175800	1987-07-03											7040	A
USGS	08175800	1987-07-04											6920	A
USGS	08175800	1987-07-05											6830	A
USGS	08175800	1987-07-06											6730	A
USGS	08175800	1987-07-07											6640	A
USGS	08175800	1987-07-08											6560	A
USGS	08175800	1987-07-09											6490	A
USGS	08175800	1987-07-10											6480	A
USGS	08175800	1987-07-11											6470	A
USGS	08175800	1987-07-12											6520	A
USGS	08175800	1987-07-13											5540	A
USGS	08175800	1987-07-14											5550	A
USGS	08175800	1987-07-15											6110	A
USGS	08175800	1987-07-16											6410	A
USGS	08175800	1987-07-17											6840	A
USGS	08175800	1987-07-18											6510	A
USGS	08175800	1987-07-19											6310	A
USGS	08175800	1987-07-20											7370	A
USGS	08175800	1987-07-21											7330	A
USGS	08175800	1987-07-22											6360	A
USGS	08175800	1987-07-23											4240	A
USGS	08175800	1987-07-24											4940	A
USGS	08175800	1987-07-25											5900	A
USGS	08175800	1987-07-26											6060	A
USGS	08175800	1987-07-27											6070	A
USGS	08175800	1987-07-28											6050	A
USGS	08175800	1987-07-29											6030	A
USGS	08175800	1987-07-30											6010	A
USGS	08175800	1987-07-31											5970	A
USGS	08175800	1987-08-01											5910	A
USGS	08175800	1987-08-02											5880	A
USGS	08175800	1987-08-03											5880	A
USGS	08175800	1987-08-04											5820	A
USGS	08175800	1987-08-05											5790	A
USGS	08175800	1987-08-06											5750	A
USGS	08175800	1987-08-07											5760	A
USGS	08175800	1987-08-08											5710	A
USGS	08175800	1987-08-09											5690	A
USGS	08175800	1987-08-10											5670	A
USGS	08175800	1987-08-11											5640	A
USGS	08175800	1987-08-12											5570	A
USGS	08175800	1987-08-13											5520	A
USGS	08175800	1987-08-14											5480	A
USGS	08175800	1987-08-15											5480	A
USGS	08175800	1987-08-16											5370	A
USGS	08175800	1987-08-17											3960	A
USGS	08175800	1987-08-18											3130	A
USGS	08175800	1987-08-19											3030	A
USGS	08175800	1987-08-20											2960	A
USGS	08175800	1987-08-21											2990	A
USGS	08175800	1987-08-22											2610	A
USGS	08175800	1987-08-23											2310	A
USGS	08175800	1987-08-24											2210	A
USGS	08175800	1987-08-25											2130	A
USGS	08175800	1987-08-26											2090	A
USGS	08175800	1987-08-27											2070	A
USGS	08175800	1987-08-28											2030	A
USGS	08175800	1987-08-29											2040	A
USGS	08175800	1987-08-30											2050	A
USGS	08175800	1987-08-31											2080	A
USGS	08175800	1987-09-01											2150	A
USGS	08175800	1987-09-02											2160	A
USGS	08175800	1987-09-03											2080	A
USGS	08175800	1987-09-04											2030	A
USGS	08175800	1987-09-05											1990	A
USGS	08175800	1987-09-06											1960	A
USGS	08175800	1987-09-07											1930	A
USGS	08175800	1987-09-08											2000	A
USGS	08175800	1987-09-09											2000	A
USGS	08175800	1987-09-10											1960	A
USGS	08175800	1987-09-11											1980	A
USGS	08175800	1987-09-12											2500	A
USGS	08175800	1987-09-13											3010	A
USGS	08175800	1987-09-14											2450	A
USGS	08175800	1987-09-15											2040	A
USGS	08175800	1987-09-16											2100	A
USGS	08175800	1987-09-17											2860	A
USGS	08175800	1987-09-18											2950	A
USGS	08175800	1987-09-19											3110	A
USGS	08175800	1987-09-20											3250	A
USGS	08175800	1987-09-21											2560	A
USGS	08175800	1987-09-22											2120	A
USGS	08175800	1987-09-23											2420	A
USGS	08175800	1987-09-24											2790	A
USGS	08175800	1987-09-25											2890	A
USGS	08175800	1987-09-26											2900	A
USGS	08175800	1987-09-27											2850	A
USGS	08175800	1987-09-28											2340	A
USGS	08175800	1987-09-29											1980	A
USGS	08175800	1987-09-30											2230	A
USGS	08175800	1987-10-01											2720	A
USGS	08175800	1987-10-02											2830	A
USGS	08175800	1987-10-03											2850	A
USGS	08175800	1987-10-04											2720	A
USGS	08175800	1987-10-05											2190	A
USGS	08175800	1987-10-06											1700	A
USGS	08175800	1987-10-07											1420	A
USGS	08175800	1987-10-08					6.21	A	5.97	A	6.05	A	1260	A
USGS	08175800	1987-10-09					6.10	A	5.96	A	6.01	A	1260	A
USGS	08175800	1987-10-10											1270	A
USGS	08175800	1987-10-11											1200	A
USGS	08175800	1987-10-12											1280	A
USGS	08175800	1987-10-13											1200	A
USGS	08175800	1987-10-14											1170	A
USGS	08175800	1987-10-15											1160	A
USGS	08175800	1987-10-16											1140	A
USGS	08175800	1987-10-17											1120	A
USGS	08175800	1987-10-18											1020	A
USGS	08175800	1987-10-19											1290	A
USGS	08175800	1987-10-20											1490	A
USGS	08175800	1987-10-21											1350	A
USGS	08175800	1987-10-22											1470	A
USGS	08175800	1987-10-23											1620	A
USGS	08175800	1987-10-24											1610	A
USGS	08175800	1987-10-25											1650	A
USGS	08175800	1987-10-26											1700	A
USGS	08175800	1987-10-27											1810	A
USGS	08175800	1987-10-28											1760	A
USGS	08175800	1987-10-29											1760	A
USGS	08175800	1987-10-30											1750	A
USGS	08175800	1987-10-31											1670	A
USGS	08175800	1987-11-01											1250	A
USGS	08175800	1987-11-02											1160	A
USGS	08175800	1987-11-03											1270	A
USGS	08175800	1987-11-04											1110	A
USGS	08175800	1987-11-05											1100	A
USGS	08175800	1987-11-06											1050	A
USGS	08175800	1987-11-07											1080	A
USGS	08175800	1987-11-08											1190	A
USGS	08175800	1987-11-09											1170	A
USGS	08175800	1987-11-10											1190	A
USGS	08175800	1987-11-11											1210	A
USGS	08175800	1987-11-12											1130	A
USGS	08175800	1987-11-13											1100	A
USGS	08175800	1987-11-14											1110	A
USGS	08175800	1987-11-15											1140	A
USGS	08175800	1987-11-16											1540	A
USGS	08175800	1987-11-17											1590	A
USGS	08175800	1987-11-18											1230	A
USGS	08175800	1987-11-19											1180	A
USGS	08175800	1987-11-20											1060	A
USGS	08175800	1987-11-21											1020	A
USGS	08175800	1987-11-22											960	A
USGS	08175800	1987-11-23											900	A
USGS	08175800	1987-11-24											871	A
USGS	08175800	1987-11-25											748	A
USGS	08175800	1987-11-26											787	A
USGS	08175800	1987-11-27											2140	A
USGS	08175800	1987-11-28											3370	A
USGS	08175800	1987-11-29											1820	A
USGS	08175800	1987-11-30											1420	A
USGS	08175800	1987-12-01											1160	A
USGS	08175800	1987-12-02											1140	A
USGS	08175800	1987-12-03											1190	A
USGS	08175800	1987-12-04											962	A
USGS	08175800	1987-12-05											980	A
USGS	08175800	1987-12-06											1000	A
USGS	08175800	1987-12-07											980	A
USGS	08175800	1987-12-08											930	A
USGS	08175800	1987-12-09											925	A
USGS	08175800	1987-12-10											944	A
USGS	08175800	1987-12-11											906	A
USGS	08175800	1987-12-12											897	A
USGS	08175800	1987-12-13											883	A
USGS	08175800	1987-12-14											892	A
USGS	08175800	1987-12-15											915	A
USGS	08175800	1987-12-16											900	A
USGS	08175800	1987-12-17											852	A
USGS	08175800	1987-12-18											872	A
USGS	08175800	1987-12-19											920	A
USGS	08175800	1987-12-20											959	A
USGS	08175800	1987-12-21											2150	A
USGS	08175800	1987-12-22											2560	A
USGS	08175800	1987-12-23											1670	A
USGS	08175800	1987-12-24											1410	A
USGS	08175800	1987-12-25											1180	A
USGS	08175800	1987-12-26											1060	A
USGS	08175800	1987-12-27											1060	A
USGS	08175800	1987-12-28											1050	A
USGS	08175800	1987-12-29											1020	A
USGS	08175800	1987-12-30											1020	A
USGS	08175800	1987-12-31											989	A
USGS	08175800	1988-01-01											1060	A
USGS	08175800	1988-01-02											1020	A
USGS	08175800	1988-01-03											980	A
USGS	08175800	1988-01-04											982	A
USGS	08175800	1988-01-05											975	A
USGS	08175800	1988-01-06											971	A
USGS	08175800	1988-01-07											984	A
USGS	08175800	1988-01-08											977	A
USGS	08175800	1988-01-09											973	A
USGS	08175800	1988-01-10											958	A
USGS	08175800	1988-01-11											920	A
USGS	08175800	1988-01-12											977	A
USGS	08175800	1988-01-13											972	A
USGS	08175800	1988-01-14											943	A
USGS	08175800	1988-01-15											931	A
USGS	08175800	1988-01-16											957	A
USGS	08175800	1988-01-17											934	A
USGS	08175800	1988-01-18											936	A
USGS	08175800	1988-01-19											913	A
USGS	08175800	1988-01-20											932	A
USGS	08175800	1988-01-21											897	A
USGS	08175800	1988-01-22											874	A
USGS	08175800	1988-01-23											884	A
USGS	08175800	1988-01-24											885	A
USGS	08175800	1988-01-25											883	A
USGS	08175800	1988-01-26											864	A
USGS	08175800	1988-01-27											855	A
USGS	08175800	1988-01-28											837	A
USGS	08175800	1988-01-29											873	A
USGS	08175800	1988-01-30											860	A
USGS	08175800	1988-01-31											846	A
USGS	08175800	1988-02-01											869	A
USGS	08175800	1988-02-02											871	A
USGS	08175800	1988-02-03											863	A
USGS	08175800	1988-02-04											878	A
USGS	08175800	1988-02-05											879	A
USGS	08175800	1988-02-06											823	A
USGS	08175800	1988-02-07											849	A
USGS	08175800	1988-02-08											866	A
USGS	08175800	1988-02-09											869	A
USGS	08175800	1988-02-10											871	A
USGS	08175800	1988-02-11											822	A
USGS	08175800	1988-02-12											827	A
USGS	08175800	1988-02-13											839	A
USGS	08175800	1988-02-14											849	A
USGS	08175800	1988-02-15											848	A
USGS	08175800	1988-02-16											846	A
USGS	08175800	1988-02-17											851	A
USGS	08175800	1988-02-18											836	A
USGS	08175800	1988-02-19											836	A
USGS	08175800	1988-02-20											1010	A
USGS	08175800	1988-02-21											1080	A
USGS	08175800	1988-02-22											921	A
USGS	08175800	1988-02-23											912	A
USGS	08175800	1988-02-24											814	A
USGS	08175800	1988-02-25											777	A
USGS	08175800	1988-02-26											813	A
USGS	08175800	1988-02-27											853	A
USGS	08175800	1988-02-28											808	A
USGS	08175800	1988-02-29											861	A
USGS	08175800	1988-03-01											839	A
USGS	08175800	1988-03-02											885	A
USGS	08175800	1988-03-03											849	A
USGS	08175800	1988-03-04											868	A
USGS	08175800	1988-03-05											849	A
USGS	08175800	1988-03-06											849	A
USGS	08175800	1988-03-07											872	A
USGS	08175800	1988-03-08											833	A
USGS	08175800	1988-03-09											815	A
USGS	08175800	1988-03-10											867	A
USGS	08175800	1988-03-11											837	A
USGS	08175800	1988-03-12											854	A
USGS	08175800	1988-03-13											793	A
USGS	08175800	1988-03-14											783	A
USGS	08175800	1988-03-15											775	A
USGS	08175800	1988-03-16											826	A
USGS	08175800	1988-03-17											763	A
USGS	08175800	1988-03-18											872	A
USGS	08175800	1988-03-19											1680	A
USGS	08175800	1988-03-20											2900	A
USGS	08175800	1988-03-21											2190	A
USGS	08175800	1988-03-22											1090	A
USGS	08175800	1988-03-23											986	A
USGS	08175800	1988-03-24											895	A
USGS	08175800	1988-03-25											873	A
USGS	08175800	1988-03-26											855	A
USGS	08175800	1988-03-27											843	A
USGS	08175800	1988-03-28											813	A
USGS	08175800	1988-03-29											808	A
USGS	08175800	1988-03-30											815	A
USGS	08175800	1988-03-31											794	A
USGS	08175800	1988-04-01											828	A
USGS	08175800	1988-04-02											803	A
USGS	08175800	1988-04-03											739	A
USGS	08175800	1988-04-04											794	A
USGS	08175800	1988-04-05											765	A
USGS	08175800	1988-04-06											765	A
USGS	08175800	1988-04-07											754	A
USGS	08175800	1988-04-08											811	A
USGS	08175800	1988-04-09											745	A
USGS	08175800	1988-04-10											744	A
USGS	08175800	1988-04-11											746	A
USGS	08175800	1988-04-12											723	A
USGS	08175800	1988-04-13											765	A
USGS	08175800	1988-04-14											719	A
USGS	08175800	1988-04-15											775	A
USGS	08175800	1988-04-16											663	A
USGS	08175800	1988-04-17											825	A
USGS	08175800	1988-04-18											752	A
USGS	08175800	1988-04-19											749	A
USGS	08175800	1988-04-20											752	A
USGS	08175800	1988-04-21											716	A
USGS	08175800	1988-04-22											712	A
USGS	08175800	1988-04-23											659	A
USGS	08175800	1988-04-24											715	A
USGS	08175800	1988-04-25											677	A
USGS	08175800	1988-04-26											694	A
USGS	08175800	1988-04-27											659	A
USGS	08175800	1988-04-28											688	A
USGS	08175800	1988-04-29											697	A
USGS	08175800	1988-04-30											718	A
USGS	08175800	1988-05-01											808	A
USGS	08175800	1988-05-02											863	A
USGS	08175800	1988-05-03											834	A
USGS	08175800	1988-05-04											767	A
USGS	08175800	1988-05-05											777	A
USGS	08175800	1988-05-06											821	A
USGS	08175800	1988-05-07											741	A
USGS	08175800	1988-05-08											753	A
USGS	08175800	1988-05-09											753	A
USGS	08175800	1988-05-10											755	A
USGS	08175800	1988-05-11											750	A
USGS	08175800	1988-05-12											806	A
USGS	08175800	1988-05-13											762	A
USGS	08175800	1988-05-14											832	A
USGS	08175800	1988-05-15											826	A
USGS	08175800	1988-05-16											753	A
USGS	08175800	1988-05-17											742	A
USGS	08175800	1988-05-18											696	A
USGS	08175800	1988-05-19											741	A
USGS	08175800	1988-05-20											712	A
USGS	08175800	1988-05-21											728	A
USGS	08175800	1988-05-22											737	A
USGS	08175800	1988-05-23											872	A
USGS	08175800	1988-05-24											899	A
USGS	08175800	1988-05-25											852	A
USGS	08175800	1988-05-26											835	A
USGS	08175800	1988-05-27											738	A
USGS	08175800	1988-05-28											755	A
USGS	08175800	1988-05-29											704	A
USGS	08175800	1988-05-30											841	A
USGS	08175800	1988-05-31											1050	A
USGS	08175800	1988-06-01											2130	A
USGS	08175800	1988-06-02											1810	A
USGS	08175800	1988-06-03											1440	A
USGS	08175800	1988-06-04											1280	A
USGS	08175800	1988-06-05											1270	A
USGS	08175800	1988-06-06											1260	A
USGS	08175800	1988-06-07											1280	A
USGS	08175800	1988-06-08											1250	A
USGS	08175800	1988-06-09											1100	A
USGS	08175800	1988-06-10											1060	A
USGS	08175800	1988-06-11											1070	A
USGS	08175800	1988-06-12											946	A
USGS	08175800	1988-06-13											957	A
USGS	08175800	1988-06-14											1000	A
USGS	08175800	1988-06-15											1070	A
USGS	08175800	1988-06-16											876	A
USGS	08175800	1988-06-17											955	A
USGS	08175800	1988-06-18											797	A
USGS	08175800	1988-06-19											622	A
USGS	08175800	1988-06-20											765	A
USGS	08175800	1988-06-21											732	A
USGS	08175800	1988-06-22											712	A
USGS	08175800	1988-06-23											712	A
USGS	08175800	1988-06-24											706	A
USGS	08175800	1988-06-25											724	A
USGS	08175800	1988-06-26											737	A
USGS	08175800	1988-06-27											737	A
USGS	08175800	1988-06-28											765	A
USGS	08175800	1988-06-29											816	A
USGS	08175800	1988-06-30											805	A
USGS	08175800	1988-07-01											733	A
USGS	08175800	1988-07-02											698	A
USGS	08175800	1988-07-03											694	A
USGS	08175800	1988-07-04											651	A
USGS	08175800	1988-07-05											763	A
USGS	08175800	1988-07-06											753	A
USGS	08175800	1988-07-07											926	A
USGS	08175800	1988-07-08											901	A
USGS	08175800	1988-07-09											798	A
USGS	08175800	1988-07-10											743	A
USGS	08175800	1988-07-11											717	A
USGS	08175800	1988-07-12											687	A
USGS	08175800	1988-07-13											741	A
USGS	08175800	1988-07-14											764	A
USGS	08175800	1988-07-15											721	A
USGS	08175800	1988-07-16											920	A
USGS	08175800	1988-07-17											1200	A
USGS	08175800	1988-07-18											1260	A
USGS	08175800	1988-07-19											1210	A
USGS	08175800	1988-07-20											1300	A
USGS	08175800	1988-07-21											1200	A
USGS	08175800	1988-07-22											1210	A
USGS	08175800	1988-07-23											1280	A
USGS	08175800	1988-07-24											1300	A
USGS	08175800	1988-07-25											1140	A
USGS	08175800	1988-07-26											1170	A
USGS	08175800	1988-07-27											1210	A
USGS	08175800	1988-07-28											1200	A
USGS	08175800	1988-07-29											1170	A
USGS	08175800	1988-07-30											1150	A
USGS	08175800	1988-07-31											1150	A
USGS	08175800	1988-08-01											1210	A
USGS	08175800	1988-08-02											1200	A
USGS	08175800	1988-08-03											1220	A
USGS	08175800	1988-08-04											1280	A
USGS	08175800	1988-08-05											1250	A
USGS	08175800	1988-08-06											1180	A
USGS	08175800	1988-08-07											1300	A
USGS	08175800	1988-08-08											1280	A
USGS	08175800	1988-08-09											1180	A
USGS	08175800	1988-08-10											1200	A
USGS	08175800	1988-08-11											1020	A
USGS	08175800	1988-08-12											1200	A
USGS	08175800	1988-08-13											1120	A
USGS	08175800	1988-08-14											1380	A
USGS	08175800	1988-08-15											1240	A
USGS	08175800	1988-08-16											1250	A
USGS	08175800	1988-08-17											877	A
USGS	08175800	1988-08-18											1130	A
USGS	08175800	1988-08-19											1120	A
USGS	08175800	1988-08-20											1020	A
USGS	08175800	1988-08-21											1230	A
USGS	08175800	1988-08-22											990	A
USGS	08175800	1988-08-23											967	A
USGS	08175800	1988-08-24											850	A
USGS	08175800	1988-08-25											977	A
USGS	08175800	1988-08-26											957	A
USGS	08175800	1988-08-27											919	A
USGS	08175800	1988-08-28											770	A
USGS	08175800	1988-08-29											741	A
USGS	08175800	1988-08-30											734	A
USGS	08175800	1988-08-31											749	A
USGS	08175800	1988-09-01											742	A
USGS	08175800	1988-09-02											722	A
USGS	08175800	1988-09-03											687	A
USGS	08175800	1988-09-04											647	A
USGS	08175800	1988-09-05											665	A
USGS	08175800	1988-09-06											661	A
USGS	08175800	1988-09-07											622	A
USGS	08175800	1988-09-08											630	A
USGS	08175800	1988-09-09											639	A
USGS	08175800	1988-09-10											551	A
USGS	08175800	1988-09-11											549	A
USGS	08175800	1988-09-12											557	A
USGS	08175800	1988-09-13											544	A
USGS	08175800	1988-09-14											505	A
USGS	08175800	1988-09-15											562	A
USGS	08175800	1988-09-16											562	A
USGS	08175800	1988-09-17											551	A
USGS	08175800	1988-09-18											556	A
USGS	08175800	1988-09-19											595	A
USGS	08175800	1988-09-20											654	A
USGS	08175800	1988-09-21											602	A
USGS	08175800	1988-09-22											536	A
USGS	08175800	1988-09-23											501	A
USGS	08175800	1988-09-24											451	A
USGS	08175800	1988-09-25											557	A
USGS	08175800	1988-09-26											595	A
USGS	08175800	1988-09-27											545	A
USGS	08175800	1988-09-28											558	A
USGS	08175800	1988-09-29											590	A
USGS	08175800	1988-09-30											657	A
USGS	08175800	1988-10-01											597	A
USGS	08175800	1988-10-02											569	A
USGS	08175800	1988-10-03											572	A
USGS	08175800	1988-10-04											602	A
USGS	08175800	1988-10-05											609	A
USGS	08175800	1988-10-06											576	A
USGS	08175800	1988-10-07											531	A
USGS	08175800	1988-10-08											608	A
USGS	08175800	1988-10-09											562	A
USGS	08175800	1988-10-10											512	A
USGS	08175800	1988-10-11											540	A
USGS	08175800	1988-10-12											506	A
USGS	08175800	1988-10-13											513	A
USGS	08175800	1988-10-14											483	A
USGS	08175800	1988-10-15											482	A
USGS	08175800	1988-10-16											490	A
USGS	08175800	1988-10-17											485	A
USGS	08175800	1988-10-18											483	A
USGS	08175800	1988-10-19											507	A
USGS	08175800	1988-10-20											512	A
USGS	08175800	1988-10-21											478	A
USGS	08175800	1988-10-22											487	A
USGS	08175800	1988-10-23											488	A
USGS	08175800	1988-10-24											472	A
USGS	08175800	1988-10-25											503	A
USGS	08175800	1988-10-26											452	A
USGS	08175800	1988-10-27											444	A
USGS	08175800	1988-10-28											497	A
USGS	08175800	1988-10-29											460	A
USGS	08175800	1988-10-30											471	A
USGS	08175800	1988-10-31											470	A
USGS	08175800	1988-11-01											479	A
USGS	08175800	1988-11-02											480	A
USGS	08175800	1988-11-03											483	A
USGS	08175800	1988-11-04											481	A
USGS	08175800	1988-11-05											491	A
USGS	08175800	1988-11-06											470	A
USGS	08175800	1988-11-07											549	A
USGS	08175800	1988-11-08											465	A
USGS	08175800	1988-11-09											413	A
USGS	08175800	1988-11-10											479	A
USGS	08175800	1988-11-11											505	A
USGS	08175800	1988-11-12											432	A
USGS	08175800	1988-11-13											463	A
USGS	08175800	1988-11-14											470	A
USGS	08175800	1988-11-15											509	A
USGS	08175800	1988-11-16											441	A
USGS	08175800	1988-11-17											544	A
USGS	08175800	1988-11-18											414	A
USGS	08175800	1988-11-19											383	A
USGS	08175800	1988-11-20											471	A
USGS	08175800	1988-11-21											481	A
USGS	08175800	1988-11-22											487	A
USGS	08175800	1988-11-23											504	A
USGS	08175800	1988-11-24											432	A
USGS	08175800	1988-11-25											480	A
USGS	08175800	1988-11-26											465	A
USGS	08175800	1988-11-27											484	A
USGS	08175800	1988-11-28											464	A
USGS	08175800	1988-11-29											459	A
USGS	08175800	1988-11-30											457	A
USGS	08175800	1988-12-01											518	A
USGS	08175800	1988-12-02											456	A
USGS	08175800	1988-12-03											491	A
USGS	08175800	1988-12-04											470	A
USGS	08175800	1988-12-05											432	A
USGS	08175800	1988-12-06											484	A
USGS	08175800	1988-12-07											497	A
USGS	08175800	1988-12-08											470	A
USGS	08175800	1988-12-09											473	A
USGS	08175800	1988-12-10											532	A
USGS	08175800	1988-12-11											486	A
USGS	08175800	1988-12-12											525	A
USGS	08175800	1988-12-13											528	A
USGS	08175800	1988-12-14											521	A
USGS	08175800	1988-12-15											471	A
USGS	08175800	1988-12-16											520	A
USGS	08175800	1988-12-17											501	A
USGS	08175800	1988-12-18											518	A
USGS	08175800	1988-12-19											470	A
USGS	08175800	1988-12-20											514	A
USGS	08175800	1988-12-21											561	A
USGS	08175800	1988-12-22											532	A
USGS	08175800	1988-12-23											666	A
USGS	08175800	1988-12-24											530	A
USGS	08175800	1988-12-25											487	A
USGS	08175800	1988-12-26											464	A
USGS	08175800	1988-12-27											534	A
USGS	08175800	1988-12-28											519	A
USGS	08175800	1988-12-29											532	A
USGS	08175800	1988-12-30											511	A
USGS	08175800	1988-12-31											531	A
USGS	08175800	1989-01-01											540	A
USGS	08175800	1989-01-02											522	A
USGS	08175800	1989-01-03											524	A
USGS	08175800	1989-01-04											539	A
USGS	08175800	1989-01-05											526	A
USGS	08175800	1989-01-06											527	A
USGS	08175800	1989-01-07											527	A
USGS	08175800	1989-01-08											523	A
USGS	08175800	1989-01-09											525	A
USGS	08175800	1989-01-10											534	A
USGS	08175800	1989-01-11											503	A
USGS	08175800	1989-01-12											511	A
USGS	08175800	1989-01-13											537	A
USGS	08175800	1989-01-14											523	A
USGS	08175800	1989-01-15											604	A
USGS	08175800	1989-01-16											554	A
USGS	08175800	1989-01-17											541	A
USGS	08175800	1989-01-18											539	A
USGS	08175800	1989-01-19											645	A
USGS	08175800	1989-01-20											673	A
USGS	08175800	1989-01-21											993	A
USGS	08175800	1989-01-22											978	A
USGS	08175800	1989-01-23											685	A
USGS	08175800	1989-01-24											544	A
USGS	08175800	1989-01-25											590	A
USGS	08175800	1989-01-26											607	A
USGS	08175800	1989-01-27											672	A
USGS	08175800	1989-01-28											923	A
USGS	08175800	1989-01-29											1000	A
USGS	08175800	1989-01-30											757	A
USGS	08175800	1989-01-31											637	A
USGS	08175800	1989-02-01											628	A
USGS	08175800	1989-02-02											648	A
USGS	08175800	1989-02-03											666	A
USGS	08175800	1989-02-04											882	A
USGS	08175800	1989-02-05											960	A
USGS	08175800	1989-02-06											761	A
USGS	08175800	1989-02-07											766	A
USGS	08175800	1989-02-08											675	A
USGS	08175800	1989-02-09											652	A
USGS	08175800	1989-02-10											728	A
USGS	08175800	1989-02-11											699	A
USGS	08175800	1989-02-12											709	A
USGS	08175800	1989-02-13											677	A
USGS	08175800	1989-02-14											739	A
USGS	08175800	1989-02-15											742	A
USGS	08175800	1989-02-16											711	A
USGS	08175800	1989-02-17											677	A
USGS	08175800	1989-02-18											595	A
USGS	08175800	1989-02-19											587	A
USGS	08175800	1989-02-20											593	A
USGS	08175800	1989-02-21											592	A
USGS	08175800	1989-02-22											609	A
USGS	08175800	1989-02-23											640	A
USGS	08175800	1989-02-24											571	A
USGS	08175800	1989-02-25											585	A
USGS	08175800	1989-02-26											578	A
USGS	08175800	1989-02-27											595	A
USGS	08175800	1989-02-28											651	A
USGS	08175800	1989-03-01											670	A
USGS	08175800	1989-03-02											743	A
USGS	08175800	1989-03-03											617	A
USGS	08175800	1989-03-04											619	A
USGS	08175800	1989-03-05											661	A
USGS	08175800	1989-03-06											672	A
USGS	08175800	1989-03-07											634	A
USGS	08175800	1989-03-08											763	A
USGS	08175800	1989-03-09											703	A
USGS	08175800	1989-03-10											641	A
USGS	08175800	1989-03-11											642	A
USGS	08175800	1989-03-12											664	A
USGS	08175800	1989-03-13											664	A
USGS	08175800	1989-03-14											634	A
USGS	08175800	1989-03-15											691	A
USGS	08175800	1989-03-16											644	A
USGS	08175800	1989-03-17											636	A
USGS	08175800	1989-03-18											589	A
USGS	08175800	1989-03-19											623	A
USGS	08175800	1989-03-20											575	A
USGS	08175800	1989-03-21											587	A
USGS	08175800	1989-03-22											638	A
USGS	08175800	1989-03-23											658	A
USGS	08175800	1989-03-24											611	A
USGS	08175800	1989-03-25											641	A
USGS	08175800	1989-03-26											605	A
USGS	08175800	1989-03-27											647	A
USGS	08175800	1989-03-28											870	A
USGS	08175800	1989-03-29											935	A
USGS	08175800	1989-03-30											786	A
USGS	08175800	1989-03-31											799	A
USGS	08175800	1989-04-01											663	A
USGS	08175800	1989-04-02											638	A
USGS	08175800	1989-04-03											624	A
USGS	08175800	1989-04-04											639	A
USGS	08175800	1989-04-05											604	A
USGS	08175800	1989-04-06											626	A
USGS	08175800	1989-04-07											607	A
USGS	08175800	1989-04-08											585	A
USGS	08175800	1989-04-09											592	A
USGS	08175800	1989-04-10											594	A
USGS	08175800	1989-04-11											599	A
USGS	08175800	1989-04-12											476	A
USGS	08175800	1989-04-13											517	A
USGS	08175800	1989-04-14											562	A
USGS	08175800	1989-04-15											630	A
USGS	08175800	1989-04-16											713	A
USGS	08175800	1989-04-17											607	A
USGS	08175800	1989-04-18											585	A
USGS	08175800	1989-04-19											570	A
USGS	08175800	1989-04-20											579	A
USGS	08175800	1989-04-21											1160	A
USGS	08175800	1989-04-22											1220	A
