# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-28 15:16:37 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08188810 Guadalupe Rv at SH 35 nr Tivoli, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08188810
#            TS   parameter     statistic     Description
#        137060       00065     00001     Gage height, feet (Maximum)
#        137061       00065     00002     Gage height, feet (Minimum)
#        137062       00065     00003     Gage height, feet (Mean)
#        137064       72255     00002     Mean water velocity for discharge computation, feet per second (Minimum)
#        137066       00060     00001     Discharge, cubic feet per second (Maximum)
#        137067       00060     00002     Discharge, cubic feet per second (Minimum)
#        277573       72137     00003     Discharge, tidally filtered, cubic feet per second (Mean)
#        325731       00060     00003     Discharge, cubic feet per second (Mean)
#        325732       72255     00003     Mean water velocity for discharge computation, feet per second (Mean)
#        325733       72255     00001     Mean water velocity for discharge computation, feet per second (Maximum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	137060_00065_00001	137060_00065_00001_cd	137061_00065_00002	137061_00065_00002_cd	137062_00065_00003	137062_00065_00003_cd	137064_72255_00002	137064_72255_00002_cd	137066_00060_00001	137066_00060_00001_cd	137067_00060_00002	137067_00060_00002_cd	277573_72137_00003	277573_72137_00003_cd	325731_00060_00003	325731_00060_00003_cd	325732_72255_00003	325732_72255_00003_cd	325733_72255_00001	325733_72255_00001_cd
USGS	08188810	2015-01-15	10.72	A	10.31	A	10.51	A	0.91	A	1520	A	1240	A	1350	A	1410	A	1.02	A	1.09	A
USGS	08188810	2015-01-16	10.73	A	10.51	A	10.62	A	0.88	A	1520	A	1220	A	1360	A	1390	A	0.99	A	1.08	A
USGS	08188810	2015-01-17	10.56	A	10.10	A	10.41	A	0.54	A	1290	A	729	A	1100	A	1080	A	0.78	A	0.92	A
USGS	08188810	2015-01-18	10.38	A	9.90	A	10.19	A	0.31	A	1040	A	409	A	884	A	867	A	0.64	A	0.77	A
USGS	08188810	2015-01-19	10.36	A	9.80	A	10.20	A	0.22	A	901	A	288	A	779	A	777	A	0.57	A	0.66	A
USGS	08188810	2015-01-20	10.34	A	9.92	A	10.19	A	0.06	A	1120	A	76.7	A	714	A	716	A	0.53	A	0.83	A
USGS	08188810	2015-01-21	10.50	A	10.08	A	10.32	A	0.10	A	778	A	137	A	658	A	641	A	0.47	A	0.57	A
USGS	08188810	2015-01-22	11.06	A	10.06	A	10.45	A	0.28	A	953	A	402	A	711	A	751	A	0.54	A	0.70	A
USGS	08188810	2015-01-23	10.44	A	9.75	A	10.14	A	0.13	A	922	A	173	A	773	A	749	A	0.56	A	0.70	A
USGS	08188810	2015-01-24	10.29	A	9.57	A	10.03	A	0.32	A	975	A	416	A	806	A	808	A	0.60	A	0.73	A
USGS	08188810	2015-01-25	9.96	A	9.41	A	9.70	A	0.30	A	1130	A	381	A	991	A	851	A	0.65	A	0.85	A
USGS	08188810	2015-01-26	11.68	A	9.88	A	10.89	A	0.85	A	2280	A	1120	A	1750	A	1820	A	1.26	A	1.50	A
USGS	08188810	2015-01-27	12.38	A	11.68	A	12.06	A	1.45	A	2610	A	2220	A	2380	A	2440	A	1.55	A	1.65	A
USGS	08188810	2015-01-28	12.53	A	12.37	A	12.47	A	1.54	A	2660	A	2500	A	2550	A	2580	A	1.60	A	1.65	A
USGS	08188810	2015-01-29	12.51	A	12.25	A	12.41	A	1.48	A	2630	A	2360	A	2480	A	2510	A	1.56	A	1.62	A
USGS	08188810	2015-01-30	12.27	A	11.85	A	12.06	A	1.40	A	2440	A	2190	A	2280	A	2290	A	1.46	A	1.53	A
USGS	08188810	2015-01-31	11.86	A	11.55	A	11.73	A	1.17	A	2280	A	1780	A	2020	A	2020	A	1.32	A	1.48	A
USGS	08188810	2015-02-01	11.76	A	11.02	A	11.49	A	1.06	A	1880	A	1590	A	1740	A	1730	A	1.15	A	1.24	A
USGS	08188810	2015-02-02	11.02	A	10.69	A	10.83	A	0.96	A	1660	A	1380	A	1510	A	1500	A	1.05	A	1.17	A
USGS	08188810	2015-02-03	10.83	A	10.50	A	10.68	A	0.86	A	1460	A	1220	A	1360	A	1350	A	0.96	A	1.05	A
USGS	08188810	2015-02-04	10.82	A	10.56	A	10.70	A	0.81	A	1360	A	1150	A	1230	A	1230	A	0.87	A	0.97	A
USGS	08188810	2015-02-05	10.79	A	10.36	A	10.60	A	0.73	A	1230	A	1020	A	1120	A	1120	A	0.80	A	0.88	A
USGS	08188810	2015-02-06	10.56	A	10.01	A	10.40	A	0.29	A	1180	A	392	A	1010	A	984	A	0.71	A	0.85	A
USGS	08188810	2015-02-07	10.58	A	10.27	A	10.38	A	0.64	A	1080	A	890	A	997	A	1000	A	0.73	A	0.79	A
USGS	08188810	2015-02-08	10.77	A	10.17	A	10.54	A	0.54	A	1100	A	728	A	981	A	984	A	0.71	A	0.79	A
USGS	08188810	2015-02-09	10.34	A	10.14	A	10.25	A	0.57	A	1060	A	780	A	980	A	960	A	0.71	A	0.78	A
USGS	08188810	2015-02-10	10.28	A	10.05	A	10.18	A	0.70	A	1090	A	954	A	1010	A	1040	A	0.77	A	0.81	A
USGS	08188810	2015-02-11	10.43	A	10.05	A	10.27	A	0.58	A	1050	A	779	A	982	A	958	A	0.70	A	0.77	A
USGS	08188810	2015-02-12	10.50	A	10.00	A	10.29	A	0.63	A	1070	A	866	A	965	A	975	A	0.71	A	0.78	A
USGS	08188810	2015-02-13	10.43	A	9.99	A	10.28	A	0.54	A	1070	A	725	A	920	A	915	A	0.67	A	0.78	A
USGS	08188810	2015-02-14	10.39	A	9.91	A	10.20	A	0.47	A	985	A	627	A	867	A	854	A	0.63	A	0.73	A
USGS	08188810	2015-02-15	10.44	A	9.89	A	10.21	A	0.46	A	993	A	614	A	848	A	845	A	0.62	A	0.74	A
USGS	08188810	2015-02-16	10.53	A	9.32	A	10.07	A	0.51	A	974	A	651	A	826	A	841	A	0.63	A	0.74	A
USGS	08188810	2015-02-17	10.06	A	9.51	A	9.88	A	0.30	A	936	A	391	A	793	A	778	A	0.59	A	0.71	A
USGS	08188810	2015-02-18	10.33	A	9.85	A	10.16	A	0.39	A	943	A	514	A	818	A	814	A	0.60	A	0.70	A
USGS	08188810	2015-02-19	10.41	A	10.01	A	10.25	A	0.41	A	935	A	550	A	819	A	823	A	0.60	A	0.69	A
USGS	08188810	2015-02-20	10.77	A	10.29	A	10.55	A	0.50	A	868	A	690	A	782	A	785	A	0.56	A	0.63	A
USGS	08188810	2015-02-21	10.91	A	10.47	A	10.68	A	0.32	A	929	A	438	A	765	A	768	A	0.54	A	0.66	A
USGS	08188810	2015-02-22	10.65	A	9.80	A	10.47	A	0.44	A	932	A	598	A	759	A	781	A	0.56	A	0.70	A
USGS	08188810	2015-02-23	9.89	A	9.34	A	9.63	A	0.37	A	880	A	475	A	748	A	721	A	0.56	A	0.68	A
USGS	08188810	2015-02-24	10.13	A	9.51	A	9.85	A	0.37	A	886	A	470	A	754	A	764	A	0.58	A	0.68	A
USGS	08188810	2015-02-25	10.37	A	9.48	A	9.95	A	0.38	A	950	A	499	A	775	A	778	A	0.59	A	0.72	A
USGS	08188810	2015-02-26	10.43	A	10.02	A	10.25	A	0.37	A	896	A	492	A	758	A	776	A	0.57	A	0.66	A
USGS	08188810	2015-02-27	10.37	A	9.79	A	10.12	A	0.35	A	855	A	457	A	718	A	709	A	0.53	A	0.64	A
USGS	08188810	2015-02-28	10.79	A	10.24	A	10.60	A	0.43	A	796	A	595	A	705	A	709	A	0.51	A	0.57	A
USGS	08188810	2015-03-01	10.83	A	10.39	A	10.59	A	0.33	A	801	A	455	A	697	A	691	A	0.49	A	0.57	A
USGS	08188810	2015-03-02	10.53	A	10.06	A	10.30	A	0.27	A	798	A	365	A	697	A	690	A	0.50	A	0.58	A
USGS	08188810	2015-03-03	10.47	A	10.03	A	10.24	A	0.36	A	852	A	481	A	726	A	720	A	0.53	A	0.63	A
USGS	08188810	2015-03-04	10.54	A	10.00	A	10.36	A	0.34	A	890	A	453	A	755	A	747	A	0.54	A	0.66	A
USGS	08188810	2015-03-05	10.00	A	9.01	A	9.47	A	0.35	A	900	A	422	A	735	A	758	A	0.59	A	0.70	A
USGS	08188810	2015-03-06	10.12	A	9.41	A	9.82	A	0.31	A	866	A	405	A	730	A	703	A	0.53	A	0.66	A
USGS	08188810	2015-03-07	10.17	A	9.88	A	10.01	A	0.33	A	870	A	437	A	749	A	747	A	0.56	A	0.65	A
USGS	08188810	2015-03-08	10.38	A	10.07	A	10.20	A	0.50	A	855	A	687	A	798	A	777	A	0.57	A	0.63	A
USGS	08188810	2015-03-09	11.12	A	10.30	A	10.62	A	0.53	A	1550	A	732	A	1210	A	1040	A	0.74	A	1.06	A
USGS	08188810	2015-03-10	12.66	A	11.08	A	11.88	A	1.06	A	2810	A	1550	A	2240	A	2270	A	1.46	A	1.72	A
USGS	08188810	2015-03-11	13.38	A	12.65	A	13.07	A	1.67	A	3310	A	2730	A	2940	A	3030	A	1.80	A	1.93	A
USGS	08188810	2015-03-12	13.62	A	13.38	A	13.45	A	1.68	A	3140	A	2910	A	3050	A	3030	A	1.75	A	1.82	A
USGS	08188810	2015-03-13	13.72	A	13.58	A	13.62	A	1.68	A	3330	A	2950	A	3120	A	3140	A	1.79	A	1.90	A
USGS	08188810	2015-03-14	13.75	A	13.66	A	13.70	A	1.71	A	3290	A	3020	A	3160	A	3160	A	1.79	A	1.87	A
USGS	08188810	2015-03-15	13.69	A	13.41	A	13.57	A	1.67	A	3240	A	2890	A	3050	A	3070	A	1.76	A	1.84	A
USGS	08188810	2015-03-16	13.41	A	13.00	A	13.21	A	1.58	A	3010	A	2650	A	2820	A	2840	A	1.67	A	1.76	A
USGS	08188810	2015-03-17	13.00	A	12.47	A	12.74	A	1.47	A	2710	A	2390	A	2540	A	2550	A	1.54	A	1.62	A
USGS	08188810	2015-03-18	12.47	A	12.31	A	12.39	A	1.39	A	2460	A	2230	A	2420	A	2340	A	1.46	A	1.53	A
USGS	08188810	2015-03-19	13.54	A	12.42	A	13.02	A	1.45	A	3080	A	2330	A	2730	A	2710	A	1.61	A	1.77	A
USGS	08188810	2015-03-20	13.90	A	13.53	A	13.76	A	1.69	A	3380	A	2970	A	3140	A	3160	A	1.78	A	1.90	A
USGS	08188810	2015-03-21	14.00	A	13.82	A	13.89	A	1.80	A	3530	A	3220	A	3360	A	3370	A	1.88	A	1.97	A
USGS	08188810	2015-03-22	14.04	A	13.86	A	13.92	A	1.87	A	3530	A	3340	A	3460	A	3450	A	1.93	A	1.97	A
USGS	08188810	2015-03-23	14.10	A	13.92	A	14.00	A	1.90	A	3640	A	3440	A	3530	A	3530	A	1.96	A	2.01	A
USGS	08188810	2015-03-24	14.25	A	14.05	A	14.12	A	1.92	A	3650	A	3480	A	3580	A	3560	A	1.97	A	2.02	A
USGS	08188810	2015-03-25	14.37	A	14.22	A	14.29	A	1.91	A	3780	A	3510	A	3660	A	3660	A	1.99	A	2.05	A
USGS	08188810	2015-03-26	14.39	A	14.20	A	14.30	A	1.96	A	3810	A	3600	A	3700	A	3730	A	2.03	A	2.08	A
USGS	08188810	2015-03-27	14.29	A	14.10	A	14.20	A	1.93	A	3760	A	3500	A	3610	A	3620	A	1.99	A	2.05	A
USGS	08188810	2015-03-28	14.14	A	13.91	A	14.01	A	1.89	A	3620	A	3380	A	3490	A	3510	A	1.95	A	2.01	A
USGS	08188810	2015-03-29	13.91	A	13.61	A	13.75	A	1.82	A	3490	A	3180	A	3350	A	3360	A	1.90	A	1.96	A
USGS	08188810	2015-03-30	13.66	A	13.24	A	13.42	A	1.79	A	3320	A	3050	A	3200	A	3200	A	1.85	A	1.92	A
USGS	08188810	2015-03-31	13.25	A	12.90	A	13.05	A	1.72	A	3150	A	2880	A	3020	A	3020	A	1.79	A	1.84	A
USGS	08188810	2015-04-01	13.01	A	12.61	A	12.75	A	1.62	A	2980	A	2670	A	2810	A	2830	A	1.72	A	1.79	A
USGS	08188810	2015-04-02	12.64	A	12.28	A	12.46	A	1.53	A	2720	A	2450	A	2590	A	2590	A	1.60	A	1.67	A
USGS	08188810	2015-04-03	12.37	A	11.93	A	12.14	A	1.48	A	2530	A	2310	A	2420	A	2420	A	1.53	A	1.59	A
USGS	08188810	2015-04-04	11.93	A	11.54	A	11.68	A	1.33	A	2380	A	2030	A	2210	A	2230	A	1.46	A	1.56	A
USGS	08188810	2015-04-05	11.71	A	11.54	A	11.63	A	1.17	A	2100	A	1790	A	1950	A	1930	A	1.27	A	1.39	A
USGS	08188810	2015-04-06	11.80	A	11.42	A	11.68	A	1.12	A	1950	A	1710	A	1810	A	1810	A	1.19	A	1.28	A
USGS	08188810	2015-04-07	11.84	A	11.49	A	11.65	A	1.05	A	1880	A	1580	A	1720	A	1730	A	1.14	A	1.24	A
USGS	08188810	2015-04-08	11.62	A	11.26	A	11.39	A	0.94	A	1700	A	1390	A	1540	A	1560	A	1.05	A	1.14	A
USGS	08188810	2015-04-09	11.51	A	11.17	A	11.33	A	0.82	A	1530	A	1220	A	1380	A	1360	A	0.91	A	1.03	A
USGS	08188810	2015-04-10	11.23	A	10.52	A	10.87	A	0.82	A	1500	A	1160	A	1360	A	1360	A	0.95	A	1.07	A
USGS	08188810	2015-04-11	10.99	A	10.63	A	10.79	A	0.91	A	1490	A	1300	A	1380	A	1390	A	0.97	A	1.04	A
USGS	08188810	2015-04-12	11.16	A	10.84	A	10.96	A	0.83	A	1510	A	1220	A	1370	A	1390	A	0.96	A	1.05	A
USGS	08188810	2015-04-13	11.48	A	10.88	A	11.08	A	0.76	A	1510	A	1130	A	1370	A	1330	A	0.92	A	1.04	A
USGS	08188810	2015-04-14	11.65	A	11.00	A	11.28	A	0.88	A	1930	A	1290	A	1640	A	1570	A	1.06	A	1.27	A
USGS	08188810	2015-04-15	12.48	A	11.65	A	12.08	A	1.21	A	2300	A	1840	A	2070	A	2090	A	1.33	A	1.42	A
USGS	08188810	2015-04-16	13.07	A	12.43	A	12.74	A	1.35	A	2560	A	2220	A	2360	A	2370	A	1.44	A	1.53	A
USGS	08188810	2015-04-17	13.61	A	13.04	A	13.35	A	1.39	A	2740	A	2400	A	2570	A	2540	A	1.47	A	1.57	A
USGS	08188810	2015-04-18	14.24	A	13.52	A	13.87	A	1.45	A	2930	A	2580	A	2800	A	2800	A	1.57	A	1.65	A
USGS	08188810	2015-04-19	14.33	A	14.09	A	14.21	A	1.53	A	3160	A	2790	A	3020	A	3010	A	1.65	A	1.73	A
USGS	08188810	2015-04-20	14.29	A	14.05	A	14.19	A	1.64	A	3290	A	3000	A	3150	A	3150	A	1.73	A	1.82	A
USGS	08188810	2015-04-21	14.42	A	14.27	A	14.34	A	1.66	A	3320	A	3070	A	3170	A	3190	A	1.73	A	1.81	A
USGS	08188810	2015-04-22	14.62	A	14.38	A	14.46	A	1.59	A	3240	A	2970	A	3100	A	3100	A	1.67	A	1.75	A
USGS	08188810	2015-04-23	14.56	A	14.38	A	14.44	A	1.59	A	3150	A	2930	A	3040	A:e	3030	A	1.64	A	1.69	A
USGS	08188810	2015-04-24	14.48	A	14.34	A	14.40	A	1.54	A	3080	A	2860	A	2990	A:e	2990	A	1.62	A	1.67	A
USGS	08188810	2015-04-25													2980	A:e	3000	A:e				
USGS	08188810	2015-04-26													2980	A:e	2980	A:e				
USGS	08188810	2015-04-27													2970	A:e	2930	A:e				
USGS	08188810	2015-04-28													2970	A:e	2930	A:e				
USGS	08188810	2015-04-29													2980	A:e	2970	A:e				
USGS	08188810	2015-04-30	14.23	A	14.10	A	14.15	A	1.59	A	3110	A	2880	A	2970	A:e	2980	A	1.64	A	1.70	A
USGS	08188810	2015-05-01	14.25	A	14.14	A	14.19	A	1.57	A	3100	A	2860	A	2960	A:e	2970	A	1.63	A	1.70	A
USGS	08188810	2015-05-02	14.22	A	14.04	A	14.12	A	1.55	A	3060	A	2810	A	2920	A	2930	A	1.62	A	1.69	A
USGS	08188810	2015-05-03	14.06	A	13.89	A	13.97	A	1.50	A	2970	A	2700	A	2840	A	2840	A	1.58	A	1.66	A
USGS	08188810	2015-05-04	13.94	A	13.70	A	13.80	A	1.43	A	2870	A	2530	A	2710	A	2720	A	1.53	A	1.62	A
USGS	08188810	2015-05-05	13.76	A	13.58	A	13.67	A	1.29	A	2690	A	2280	A	2520	A	2520	A	1.43	A	1.53	A
USGS	08188810	2015-05-06	13.74	A	13.39	A	13.55	A	1.24	A	2510	A	2160	A	2340	A	2350	A	1.35	A	1.43	A
USGS	08188810	2015-05-07	13.54	A	13.22	A	13.35	A	1.17	A	2340	A	1990	A	2180	A	2150	A	1.25	A	1.36	A
USGS	08188810	2015-05-08	13.31	A	12.97	A	13.15	A	1.14	A	2230	A	1930	A	2070	A	2080	A	1.22	A	1.31	A
USGS	08188810	2015-05-09	13.34	A	13.12	A	13.22	A	1.12	A	2140	A	1920	A	2030	A	2020	A	1.19	A	1.26	A
USGS	08188810	2015-05-10	13.31	A	12.98	A	13.14	A	1.11	A	2100	A	1890	A	2000	A	2000	A	1.18	A	1.23	A
USGS	08188810	2015-05-11	13.14	A	12.49	A	12.78	A	1.11	A	2160	A	1840	A	2000	A	1970	A	1.19	A	1.31	A
USGS	08188810	2015-05-12	13.54	A	12.73	A	12.98	A	1.05	A	2290	A	1790	A	2120	A	2110	A	1.26	A	1.38	A
USGS	08188810	2015-05-13	13.42	A	12.77	A	13.14	A	1.17	A	2690	A	2010	A	2390	A	2380	A	1.41	A	1.59	A
USGS	08188810	2015-05-14	13.17	A	12.99	A	13.08	A	1.37	A	2700	A	2320	A	2480	A	2490	A	1.48	A	1.60	A
USGS	08188810	2015-05-15	13.64	A	12.99	A	13.23	A	1.39	A	2710	A	2370	A	2510	A	2480	A	1.45	A	1.56	A
USGS	08188810	2015-05-16	14.32	A	13.41	A	13.88	A	1.45	A	3020	A	2500	A	2790	A	2760	A	1.55	A	1.65	A
USGS	08188810	2015-05-17	14.56	A	14.31	A	14.44	A	1.56	A	3270	A	2870	A	3070	A	3100	A	1.67	A	1.76	A
USGS	08188810	2015-05-18	14.59	A	14.45	A	14.53	A	1.62	A	3310	A	3030	A	3160	A	3170	A	1.70	A	1.78	A
USGS	08188810	2015-05-19	14.67	A	14.51	A	14.59	A	1.64	A	3270	A	3060	A	3170	A	3170	A	1.69	A	1.76	A
USGS	08188810	2015-05-20	14.72	A	14.61	A	14.66	A	1.63	A	3310	A	3070	A	3200	A	3180	A	1.69	A	1.76	A
USGS	08188810	2015-05-21	14.72	A	14.63	A	14.67	A	1.67	A	3380	A	3140	A	3270	A	3280	A	1.74	A	1.80	A
USGS	08188810	2015-05-22	14.93	A	14.70	A	14.81	A	1.68	A	3460	A	3210	A	3310	A	3330	A	1.76	A	1.83	A
USGS	08188810	2015-05-23	15.11	A	14.90	A	14.99	A	1.62	A	3420	A	3120	A	3300	A	3290	A	1.71	A	1.79	A
USGS	08188810	2015-05-24	15.33	A	15.09	A	15.26	A	1.65	A	3520	A	3190	A	3340	A	3380	A	1.73	A	1.80	A
USGS	08188810	2015-05-25	15.31	A	14.86	A	15.11	A	1.55	A	3490	A	2980	A	3220	A	3220	A	1.67	A	1.79	A
USGS	08188810	2015-05-26	14.86	A	14.54	A	14.68	A	1.55	A	3140	A	2910	A	3040	A	3030	A	1.61	A	1.66	A
USGS	08188810	2015-05-27	14.59	A	14.46	A	14.53	A	1.54	A	3090	A	2880	A	2990	A	2980	A	1.60	A	1.67	A
USGS	08188810	2015-05-28	14.63	A	14.50	A	14.54	A	1.56	A	3140	A	2910	A	3050	A	3050	A	1.63	A	1.69	A
USGS	08188810	2015-05-29	14.76	A	14.49	A	14.64	A	1.60	A	3310	A	3000	A	3170	A	3160	A	1.68	A	1.77	A
USGS	08188810	2015-05-30	15.52	A	14.75	A	15.02	A	1.67	A	3890	A	3150	A	3520	A:e	3410	A	1.77	A	1.96	A
USGS	08188810	2015-05-31	16.30	A	15.51	A	15.95	A	1.90	A	5120	A	3780	A	4480	A:e	4450	A	2.18	A	2.46	A
USGS	08188810	2015-06-01	16.48	A	16.29	A	16.42	A	2.35	A	5460	A	4930	A	5320	A:e	5190	A:e	2.47	A	2.60	A
USGS	08188810	2015-06-02	16.46	A	16.12	A	16.32	A	2.18	A	5270	A	4490	A	4860	A:e	4930	A	2.36	A	2.51	A
USGS	08188810	2015-06-03	16.16	A	15.56	A	15.85	A	1.83	A	4650	A	3650	A	4070	A:e	4080	A	2.01	A	2.25	A
USGS	08188810	2015-06-04	15.56	A	14.99	A	15.26	A	1.66	A	3750	A	3190	A	3480	A	3440	A	1.76	A	1.88	A
USGS	08188810	2015-06-05	15.00	A	14.58	A	14.77	A	1.63	A	3340	A	3060	A	3210	A	3200	A	1.69	A	1.75	A
USGS	08188810	2015-06-06	14.60	A	14.32	A	14.44	A	1.61	A	3210	A	2960	A	3110	A	3100	A	1.67	A	1.73	A
USGS	08188810	2015-06-07	14.34	A	14.15	A	14.23	A	1.62	A	3220	A	2950	A	3090	A	3080	A	1.69	A	1.76	A
USGS	08188810	2015-06-08	14.21	A	14.02	A	14.10	A	1.65	A	3150	A	2970	A	3080	A	3070	A	1.70	A	1.75	A
USGS	08188810	2015-06-09	14.05	A	13.89	A	13.96	A	1.66	A	3170	A	2970	A	3080	A	3080	A	1.72	A	1.77	A
USGS	08188810	2015-06-10	13.94	A	13.81	A	13.87	A	1.67	A	3180	A	2970	A	3070	A	3080	A	1.73	A	1.79	A
USGS	08188810	2015-06-11	13.94	A	13.84	A	13.89	A	1.62	A	3120	A	2900	A	3020	A	3010	A	1.69	A	1.75	A
USGS	08188810	2015-06-12	13.97	A	13.86	A	13.91	A	1.60	A	3080	A	2870	A	2980	A	2980	A	1.66	A	1.73	A
USGS	08188810	2015-06-13	14.08	A	13.89	A	13.96	A	1.55	A	3040	A	2780	A	2930	A	2930	A	1.63	A	1.70	A
USGS	08188810	2015-06-14	14.09	A	14.00	A	14.04	A	1.55	A	2990	A	2800	A	2920	A	2900	A	1.61	A	1.65	A
USGS	08188810	2015-06-15	14.02	A	13.88	A	13.96	A	1.57	A	3090	A	2820	A	2940	A	2940	A	1.64	A	1.73	A
USGS	08188810	2015-06-16	14.49	A	13.88	A	14.11	A	1.42	A	3070	A	2640	A	2880	A	2880	A	1.59	A	1.71	A
USGS	08188810	2015-06-17	14.57	A	14.27	A	14.46	A	1.46	A	3040	A	2700	A	2900	A	2830	A	1.53	A	1.63	A
USGS	08188810	2015-06-18	14.80	A	14.55	A	14.69	A	1.56	A	3310	A	2910	A	3140	A	3160	A	1.68	A	1.75	A
USGS	08188810	2015-06-19	15.38	A	14.77	A	15.01	A	1.68	A	3750	A	3190	A	3440	A	3400	A	1.77	A	1.90	A
USGS	08188810	2015-06-20	15.48	A	15.23	A	15.40	A	1.76	A	3900	A	3430	A	3540	A	3670	A	1.86	A	1.97	A
USGS	08188810	2015-06-21	15.23	A	14.52	A	14.83	A	1.58	A	3490	A	2970	A	3230	A	3170	A	1.67	A	1.79	A
USGS	08188810	2015-06-22	14.54	A	14.33	A	14.42	A	1.61	A	3260	A	2990	A	3140	A	3110	A	1.68	A	1.76	A
USGS	08188810	2015-06-23	14.37	A	14.25	A	14.33	A	1.67	A	3320	A	3070	A	3190	A	3190	A	1.73	A	1.81	A
USGS	08188810	2015-06-24	14.31	A	14.19	A	14.24	A	1.69	A	3290	A	3090	A	3190	A	3190	A	1.75	A	1.79	A
USGS	08188810	2015-06-25	14.20	A	14.08	A	14.14	A	1.70	A	3290	A	3100	A	3180	A	3180	A	1.75	A	1.81	A
USGS	08188810	2015-06-26	14.12	A	13.98	A	14.05	A	1.68	A	3260	A	3050	A	3160	A	3150	A	1.75	A	1.80	A
USGS	08188810	2015-06-27	14.07	A	13.85	A	13.95	A	1.70	A	3260	A	3060	A	3160	A	3160	A	1.76	A	1.82	A
USGS	08188810	2015-06-28	13.89	A	13.72	A	13.80	A	1.72	A	3270	A	3050	A	3160	A	3170	A	1.79	A	1.85	A
USGS	08188810	2015-06-29	13.81	A	13.66	A	13.72	A	1.72	A	3260	A	3030	A	3150	A	3150	A	1.78	A	1.84	A
USGS	08188810	2015-06-30	13.85	A	13.56	A	13.67	A	1.71	A	3400	A	3040	A	3150	A	3160	A	1.79	A	1.93	A
USGS	08188810	2015-07-01	13.71	A	13.48	A	13.57	A	1.70	A	3220	A	2980	A	3130	A	3130	A	1.79	A	1.84	A
USGS	08188810	2015-07-02	13.69	A	13.48	A	13.58	A	1.69	A	3240	A	2970	A	3100	A	3100	A	1.77	A	1.86	A
USGS	08188810	2015-07-03	13.64	A	13.45	A	13.57	A	1.70	A	3230	A	2980	A	3060	A	3070	A	1.75	A	1.86	A
USGS	08188810	2015-07-04	13.65	A	13.48	A	13.57	A	1.69	A	3150	A	2950	A	3060	A	3050	A	1.75	A	1.81	A
USGS	08188810	2015-07-05	13.70	A	13.50	A	13.59	A	1.67	A	3180	A	2950	A	3060	A	3060	A	1.75	A	1.82	A
USGS	08188810	2015-07-06	13.68	A	13.30	A	13.55	A	1.63	A	3210	A	2820	A	3010	A	3040	A	1.74	A	1.83	A
USGS	08188810	2015-07-07	13.67	A	13.07	A	13.39	A	1.53	A	3180	A	2590	A	2960	A	2930	A	1.69	A	1.82	A
USGS	08188810	2015-07-08	13.82	A	13.54	A	13.69	A	1.45	A	3260	A	2580	A	2880	A	2930	A	1.67	A	1.86	A
USGS	08188810	2015-07-09	13.73	A	13.55	A	13.63	A	1.46	A	2790	A	2560	A	2690	A	2660	A	1.52	A	1.59	A
USGS	08188810	2015-07-10	13.59	A	13.38	A	13.47	A	1.46	A	2750	A	2520	A	2630	A	2640	A	1.52	A	1.58	A
USGS	08188810	2015-07-11	13.41	A	13.30	A	13.35	A	1.42	A	2710	A	2460	A	2590	A	2580	A	1.50	A	1.57	A
USGS	08188810	2015-07-12	13.34	A	13.17	A	13.26	A	1.42	A	2700	A	2440	A	2550	A	2550	A	1.49	A	1.57	A
USGS	08188810	2015-07-13	13.27	A	13.08	A	13.18	A	1.42	A	2630	A	2410	A	2500	A	2520	A	1.48	A	1.56	A
USGS	08188810	2015-07-14	13.19	A	13.02	A	13.08	A	1.36	A	2610	A	2290	A	2460	A	2460	A	1.46	A	1.54	A
USGS	08188810	2015-07-15	13.06	A	12.87	A	12.96	A	1.36	A	2510	A	2290	A	2410	A	2410	A	1.44	A	1.50	A
USGS	08188810	2015-07-16	13.01	A	12.78	A	12.87	A	1.34	A	2530	A	2240	A	2360	A	2360	A	1.42	A	1.53	A
USGS	08188810	2015-07-17	12.94	A	12.66	A	12.80	A	1.31	A	2440	A	2170	A	2300	A	2300	A	1.39	A	1.48	A
USGS	08188810	2015-07-18	12.88	A	12.59	A	12.72	A	1.31	A	2350	A	2160	A	2250	A	2250	A	1.37	A	1.44	A
USGS	08188810	2015-07-19	12.74	A	12.48	A	12.56	A	1.31	A	2330	A	2120	A	2210	A	2220	A	1.36	A	1.43	A
USGS	08188810	2015-07-20	12.50	A	12.28	A	12.36	A	1.25	A	2300	A	2000	A	2140	A	2150	A	1.34	A	1.43	A
USGS	08188810	2015-07-21	12.32	A	12.15	A	12.25	A	1.11	A	2200	A	1780	A	2060	A	2070	A	1.30	A	1.38	A
